City,SCHOOL_CODE,AC_YEAR,Name,Locality,Street Address,VILLAGE_NAME,State,Pincode,,,,h_place_id,h_category,h_col,h_word,h_name,h_address
TUMAKURU MADHUGIRI,29310315801,2015-16,GOVT LOWER PRIMARY SCHOOL HURALAGERE,KORATAGERE,PATHAGANAHALLI,HURALAGERE,Karnataka,572129,,,,,,,,,
TUMAKURU MADHUGIRI,29310300402,2015-16,GOVT LOWER PRIMARY SCHOOL SHANTHALINGAIAHNA PALYA,KORATAGERE,HULIKUNTE,BIDALOTI,Karnataka,572121,,,,,,,,,
TUMAKURU MADHUGIRI,29310411701,2015-16,GOVT LOWER PRIMARY SCHOOL K.KRISHNAPURA,MADHUGIRI,RANTAVALALU,K.KRISHNAPURA,Karnataka,572132,,,,ChIJdYy7vvEtsDsRNXQuXc5ivtw,B,Locality,madhugiri,"Government First Grade College, Madhugiri","Pavagada Road, Behind Government High School, Madhugiri, Tumakuru, Karnataka 572132, India"
TUMAKURU MADHUGIRI,29310416304,2015-16,GOVT LOWER PRIMARY SCHOOL B.M.PALYA,MADHUGIRI,CHANDRAGIRI,CHANDRAGIRI,Karnataka,572112,,,,ChIJdYy7vvEtsDsRNXQuXc5ivtw,B,Locality,madhugiri,"Government First Grade College, Madhugiri","Pavagada Road, Behind Government High School, Madhugiri, Tumakuru, Karnataka 572132, India"
MYSURU,29260334001,2015-16,GOVT HIGHER PRIMARY SCHOOL BOYS H D KOTE ,H.D.KOTE,H.D.KOTE,H D KOTE WARD-7,Karnataka,571114,,,,ChIJ_4nYYVVlrzsRUF3PZ-MLxh4,C,City,mysuru,Govt Higher Primary School,"Near Aravindnagar Main Road, Arvindnagar, Mysuru, Karnataka 570023, India"
MYSURU,29260321601,2015-16,GOVT HIGHER PRIMARY SCHOOL MALARA COLONY,H.D.KOTE,MADAPURA-HDK,HADANUR,Karnataka,571125,,,,ChIJ_4nYYVVlrzsRUF3PZ-MLxh4,C,City,mysuru,Govt Higher Primary School,"Near Aravindnagar Main Road, Arvindnagar, Mysuru, Karnataka 570023, India"
MYSURU,29261202314,2015-16,PRAMATI HILLVIEW ACADEMY,MYSORE SOUTH,KUVEMPUNAGAR,WARD-17,Karnataka,570023,,,,ChIJP334rU1lrzsR0sgTYMtAl88,A,Street Address,kuvempunagar,Pramati Hill View Academy,"Udayaravi Road, Kuvempunagar,, Mysuru, Karnataka 570023, India"
MYSURU,29261202401,2015-16,COMPOSITE JR COLLEGE KUVEMPUNAGAR,MYSORE SOUTH,KUVEMPUNAGAR,WARD-18,Karnataka,570023,,,,ChIJic-v_7l6rzsRUp44LLinWL4,A,Street Address,kuvempunagar,Vijaya Vittala Composite Pre University College,"Kamakshi Hospital Road, Kuvempunagara North, Saraswathipuram, Mysuru, Karnataka 570009, India"
BELAGAVI,29011206802,2015-16,KANNADA LOWER PRIMARY SCHOOL SOGALKSHETRA MALLUR,SOUNDATTI,YAKKUNDI,MALLUR,Karnataka,591111,,,,ChIJVVVVuX9mvzsR3AL3aCooZeg,C,City,belagavi,GGovt.Kannada Lower Primary School Room No.6,"Chidambar Nagar, Bhagya Nagar, Angol, Belagavi, Karnataka 590006, India"
BELAGAVI,29011206803,2015-16,KANNADA HIGHER PRIMARY GIRLS SCHOOL MALLUR,SOUNDATTI,YAKKUNDI,MALLUR,Karnataka,591111,,,,,,,,,
BELAGAVI,29010808403,2015-16,URDU LOWER PRIMARY SCHOOL GANDHINAGAR,KHANAPUR,RAMGURWADI,HALAKARNI,Karnataka,591302,,,,ChIJGTc2zbRmvzsRKsWBMxijl28,C,City,belagavi,Madni Urdu Lower Primary School Belgaum,"Subhash Nagar, Belagavi, Karnataka 590016, India"
BELAGAVI,29010808404,2015-16,MALAPRABHA VIDYANIKETAN KANNADA LOWER PRIMARY SCHOOL HALKARNI,KHANAPUR,RAMGURWADI,HALAKARNI,Karnataka,591302,,,,,,,,,
BELAGAVI,29010210601,2015-16,K.H.P.S. SHIVANUR,BAILHONGAL,KULAVALLI,SHIVANUR,Karnataka,591115,,,,,,,,,
BELAGAVI,29010210701,2015-16,K.H.P.S. SIDDASAMUDRA,BAILHONGAL,BUDARKATTI,SIDDASAMUDRA,Karnataka,591104,,,,,,,,,
BELAGAVI,29010210801,2015-16,K.H.P.S. SAVATAGI,BAILHONGAL,BELAVADI,SAVATAGI,Karnataka,591104,,,,,,,,,
BELAGAVI,29010210802,2015-16,U.L.P.S. SAVATAGI,BAILHONGAL,BELAVADI,SAVATAGI,Karnataka,591104,,,,,,,,,
BELAGAVI,29011201304,2015-16,SHRI SANGMESHWAR LOWER PRIMARY CHACHADI,SOUNDATTI,CHACHADI,CHACHADI,Karnataka,591102,,,,,,,,,
BELAGAVI,29011201401,2015-16,KANNADA HIGHER PRIMARY SCHOOL CHIKUMBI,SOUNDATTI,HIREKUMBI,CHIKUMBI,Karnataka,591110,,,,ChIJu44-XyphvzsRrG9eqYhO5g0,C,City,belagavi,Bapuji Kannada Higher Primary school,"Reveave Colony Kanbargi Road, Belagavi, Karnataka 590017, India"
BELAGAVI,29011213802,2015-16,S.G.SHINTRI ENGLISH.HIGHER PRIMARY SCHOOL (UNAIDED) SOUNDATTI,SOUNDATTI,SOUNDATTI NORTH,WARD NO 2,Karnataka,591126,,,,,,,,,
BELAGAVI,29011215802,2015-16,VIJAYA VIDYA CHETAINA (UNAIDED) RAMAPURSITE SOUNDATTI,SOUNDATTI,GURLA HOSUR,WARD NO 22,Karnataka,591126,,,,,,,,,
MYSURU,29261110901,2015-16,GOVT LOWER PRIMARY SCHOOL KUDLUR,T.N.PURA,BILAGEREHUNDI,KUDLUR,Karnataka,571124,,,,ChIJyZ7yV1JwrzsRxWce8XIV9tU,C,City,mysuru,Government Lower Primary School Mahadev Nagar,"Mahadevanagara, Mysuru, Karnataka 570017, India"
MYSURU,29261103901,2015-16,GOVT HIGHER PRIMARY SCHOOL MAVINA HALLI,T.N.PURA,C B HUNDI,MAVINA HALLI,Karnataka,571122,,,,ChIJ_4nYYVVlrzsRUF3PZ-MLxh4,C,City,mysuru,Govt Higher Primary School,"Near Aravindnagar Main Road, Arvindnagar, Mysuru, Karnataka 570023, India"
MYSURU,29261103902,2015-16,GOVT LOWER PRIMARY SCHOOL URDU MAVINA HALLI,T.N.PURA,C B HUNDI,MAVINA HALLI,Karnataka,571122,,,,ChIJyZ7yV1JwrzsRxWce8XIV9tU,C,City,mysuru,Government Lower Primary School Mahadev Nagar,"Mahadevanagara, Mysuru, Karnataka 570017, India"
MYSURU,29260904201,2015-16,GOVERNMENT HIGHER PRIARY SCHOOL MADUVINAHALLI,NANJANAGUD,HEDIYALA,MADUVENAHALLI,Karnataka,571315,,,,ChIJD_9cCW9wrzsRM3V1OVkRV9g,C,City,mysuru,Government Central Urdu Girls Higher Primary School,"3rd Infantry, Ashoka Road, Ashoka Road, Near St. Philomina's Church, Lashkar Mohalla, Mysuru, Karnataka 570001, India"
BELAGAVI,29010300202,2015-16,MARATHI LOWER PRIMARY SCHOOL NO.36 VACCINE DEPOT,BELGAUM CITY,TILAKWADI ( MHPS.9 ),W.NO.2.BGM.CITY.,Karnataka,590006,,,,ChIJM2GJtzFkvzsRAYYQenvLXyw,B,Pincode,590006,Sarkari Marathi Lower Primary Shaale No.38,"Godse Wadi, Belagavi, Karnataka 590006, India"
BELAGAVI,29010300203,2015-16,KANNADA HIGHER PRIMARY SCHOOL RANI CHANNAMMA NAGAR,BELGAUM CITY,TILAKWADI ( MHPS.9 ),W.NO.2.BGM.CITY.,Karnataka,590006,,,,ChIJu44-XyphvzsRrG9eqYhO5g0,C,City,belagavi,Bapuji Kannada Higher Primary school,"Reveave Colony Kanbargi Road, Belagavi, Karnataka 590017, India"
BELAGAVI,29010300205,2015-16,JOSHI PUBLIC SCHOOL BHAVANI NAGAR,BELGAUM CITY,TILAKWADI ( MHPS.9 ),W.NO.2.BGM.CITY.,Karnataka,590006,,,,ChIJZQwLW0ZkvzsRNJhI6VlcQMk,B,Pincode,590006,Joshi'S Central Public School,"No. 4175, Joshi Nagar, Mandoli Road, Belgaum, Karnataka, Belagavi, Karnataka 590006, India"
BELAGAVI,29010201707,2015-16,EHPS ADARSH KIDS SCHOLARS FOUN BELAVADI,BAILHONGAL,BELAVADI,BELAVADI,Karnataka,591104,,,,,,,,,
TUMAKURU MADHUGIRI,29310604606,2015-16,GOVT LOWER PRIMARY SCHOOL  HULIGERE GOLLARAHATTI,SIRA,MADALOORU,MADALOORU,Karnataka,572137,,,,,,,,,
TUMAKURU MADHUGIRI,29310611001,2015-16,GOVT HIGHER PRIMARY SCHOOL MADENAHALLI,SIRA,SAKSHIHALLI,MADENAHALLI,Karnataka,572115,,,,,,,,,
TUMAKURU MADHUGIRI,29310615905,2015-16,GOVT HIGH SCHOOL DODDA AGRAHARA,SIRA,DODDAAGRAHARA,DODDAAGRAHARA,Karnataka,572125,,,,,,,,,
TUMAKURU MADHUGIRI,29310603807,2015-16,GOVT LOWER PRIMARY SCHOOL SIDDANAHALLI,SIRA,THOGARUGUNTE,HENDORE,Karnataka,572135,,,,,,,,,
MYSURU,29260332105,2015-16,ASHARAMA D B KUPPE HPS,H.D.KOTE,DB KUPPE,D B KUPPE,Karnataka,571114,,,,,,,,,
MYSURU,29261200703,2015-16,SRI JAYALAKSHMI VILASA ARYA BALIKA PATASHALE,MYSORE SOUTH,KANAKAGIRI,WARD-1,Karnataka,570024,,,,,,,,,
MYSURU,29260908002,2015-16,CHRIST SCHOOL THANDAVAPURA,NANJANAGUD,THANDAVA PURA,THANDAVAPURA,Karnataka,571302,,,,ChIJBYqChvlorzsRTUxuwvCWsc8,A,VILLAGE_NAME,thandavapura,Christ School,"Thandavapura, Karnataka 571302, India"
MYSURU,29260904801,2015-16,GOVERNMENT LOWER PRIMARY SCHOOL BEREDEVARAPURA,NANJANAGUD,HEDIYALA,BEREDEVANAPURA,Karnataka,571315,,,,ChIJg1QHQi1orzsRmqjA82jXxAw,B,Locality,nanjanagud,Government Lower Primary School,"Thomas Layout, Mysore, SH-50A, Nanjanagudu T Narsipura Road, Mysore, Mysore, Karnataka 571301, India"
MYSURU,29260904901,2015-16,GOVERNMENT HIGHER PRIMARY SCHOOL KURI HUNDI,NANJANAGUD,KANENURU,KURI HUNDI,Karnataka,571314,,,,ChIJNYQJuWV6rzsRcD62jFMD9uY,C,City,mysuru,Government Higher Primary School,"Hebbal, North Zone, Park, Kumbara Koppal, Mysuru, Karnataka 570016, India"
BELAGAVI,29011103401,2015-16,KANNADA HIGHER PRIMARY SCHOOL HALETORGALL,RAMDURG,MULLUR,HALETORGALL,Karnataka,591123,,,,ChIJu44-XyphvzsRrG9eqYhO5g0,C,City,belagavi,Bapuji Kannada Higher Primary school,"Reveave Colony Kanbargi Road, Belagavi, Karnataka 590017, India"
BELAGAVI,29011103402,2015-16,URDU HIGHER PRIMARY SCHOOL HALETORGALL,RAMDURG,MULLUR,HALETORGALL,Karnataka,591123,,,,ChIJP_yOVdllvzsRCv6-C7dqnq4,C,City,belagavi,Govt Urdu Higher Primary School,"No-9, Majagaon, Belagavi, Karnataka 590008, India"
BELAGAVI,29011103403,2015-16,KANNADA LOWER PRIMARY SCHOOL HALETORGALL (L.T.),RAMDURG,MULLUR,HALETORGALL,Karnataka,591123,,,,ChIJVVVVuX9mvzsR3AL3aCooZeg,C,City,belagavi,GGovt.Kannada Lower Primary School Room No.6,"Chidambar Nagar, Bhagya Nagar, Angol, Belagavi, Karnataka 590006, India"
BELAGAVI,29011103501,2015-16,KANNADA HIGHER PRIMARY SCHOOL HALOLLI,RAMDURG,SUNNAL,HALOLLI,Karnataka,591114,,,,ChIJu44-XyphvzsRrG9eqYhO5g0,C,City,belagavi,Bapuji Kannada Higher Primary school,"Reveave Colony Kanbargi Road, Belagavi, Karnataka 590017, India"
TUMAKURU MADHUGIRI,29310408110,2015-16,GOVT PRE UNIVERSITY COLLEGE HOSAKERE,MADHUGIRI,HOSAKERE,HOSAKERE,Karnataka,572132,,,,ChIJ5d8G-kWxsTsRZcXA5f8ye_M,B,Locality,madhugiri,"Govt. P.U.College, Puravara","Madhugiri - Kodigenahalli - Hindupura Rd, Kempapura, Karnataka 572175, India"
TUMAKURU MADHUGIRI,29310401704,2015-16,GOVT HIGHER PRIMARY SCHOOL KATAGANAHATTY,MADHUGIRI,CHINAKA VAJRA,CHINAKA VAJRA,Karnataka,572132,,,,ChIJdYy7vvEtsDsRNXQuXc5ivtw,B,Locality,madhugiri,"Government First Grade College, Madhugiri","Pavagada Road, Behind Government High School, Madhugiri, Tumakuru, Karnataka 572132, India"
TUMAKURU MADHUGIRI,29310401705,2015-16,GOVT LOWER PRIMARY SCHOOL MADAGANAHATTY,MADHUGIRI,CHINAKA VAJRA,CHINAKA VAJRA,Karnataka,572132,,,,ChIJdYy7vvEtsDsRNXQuXc5ivtw,B,Locality,madhugiri,"Government First Grade College, Madhugiri","Pavagada Road, Behind Government High School, Madhugiri, Tumakuru, Karnataka 572132, India"
TUMAKURU MADHUGIRI,29310401901,2015-16,GOVT HIGHER PRIMARY SCHOOL MARIBEELU,MADHUGIRI,CHINAKA VAJRA,KAMMANAKOTE,Karnataka,572132,,,,ChIJdYy7vvEtsDsRNXQuXc5ivtw,B,Locality,madhugiri,"Government First Grade College, Madhugiri","Pavagada Road, Behind Government High School, Madhugiri, Tumakuru, Karnataka 572132, India"
TUMAKURU MADHUGIRI,29310600104,2015-16,GOVT LOWER PRIMARY SCHOOL MUDLENAHALLI,SIRA,CHIKKABANAGERE,DODDABANAGERE,Karnataka,572113,,,,,,,,,
TUMAKURU MADHUGIRI,29310600201,2015-16,GOVT HIGHER PRIMARY SCHOOL GANDIHALLI MATA,SIRA,LAKKANAHALLI,GANDIHALLI,Karnataka,572113,,,,,,,,,
TUMAKURU MADHUGIRI,29310600202,2015-16,GOVT URDU LOWER PRIMARY SCHOOL GANDHIHALLI MATA,SIRA,URDU RURAL,GANDIHALLI,Karnataka,572113,,,,,,,,,
TUMAKURU MADHUGIRI,29310625801,2015-16,GOVT LOWER PRIMARY SCHOOL MUCHAVEERANAHALLI,SIRA,THALAGUNDA,MUCHAVEERANAHALLY,Karnataka,572125,,,,,,,,,
BELAGAVI,29010200777,2015-16,SHRI JAGDISH METGUG & BMK PU COLLEGE BAILHONGAL BAILHONGAL,BAILHONGAL,BAILHONGAL,BAILHONGAL,Karnataka,590001,,,,,,,,,
BELAGAVI,29010214604,2015-16,SGV PU COLLEGE BAILHONGAL,BAILHONGAL,BAILHONGAL,WARD NO 12,Karnataka,591102,,,,ChIJcZgBRTJhvzsRSXPCZ9IizJA,C,City,belagavi,SGV's Mahesh PU College,"MalMaruti Extention Area, Mahantesh Nagar, Belagavi, Karnataka 590017, India"
BELAGAVI,29010213719,2015-16,GGDBMP PU COLLEGE BAILHONGAL,BAILHONGAL,BAILHONGAL,WARD NO 3,Karnataka,591102,,,,ChIJcZgBRTJhvzsRSXPCZ9IizJA,C,City,belagavi,SGV's Mahesh PU College,"MalMaruti Extention Area, Mahantesh Nagar, Belagavi, Karnataka 590017, India"
BELAGAVI,29010209410,2015-16,NEGINHAL PU COLLEGE NEGINHAL,BAILHONGAL,NEGINHAL,NEGINHAL,Karnataka,591102,,,,ChIJfQQ1wH1PvzsRkEOYsZYAFSI,A,Street Address,neginhal,B D Inamdar High School & PU College,"Neginhal, Karnataka 591102, India"
TUMAKURU MADHUGIRI,29310304301,2015-16,GOVT LOWER PRIMARY SCHOOL K.G.KAMBADAHALLI,KORATAGERE,THEETHA,K G KAMBADAHALLI,Karnataka,572129,,,,,,,,,
TUMAKURU MADHUGIRI,29310304601,2015-16,GOVT LOWER PRIMARY SCHOOL MARACHARAHALLI,KORATAGERE,THEETHA,MARACHARAHALLI,Karnataka,572129,,,,,,,,,
TUMAKURU MADHUGIRI,29310311001,2015-16,GOVT HIGHER PRIMARY SCHOOL SUNKADAHALLI,KORATAGERE,CHINNAHALLI,SUNKADAHALLI,Karnataka,572140,,,,,,,,,
TUMAKURU MADHUGIRI,29310316101,2015-16,GOVT LOWER PRIMARY SCHOOL NEELAGONDANAHALLI,KORATAGERE,I K COLONY,NEELAGONDANAHALLI,Karnataka,572129,,,,,,,,,
MYSURU,29261203008,2015-16,MARIMALLAPPA HS,MYSORE SOUTH,KURUBARAHALLI,WARD-36,Karnataka,570024,,,,ChIJd4FxxwhwrzsRNO4tbu60eWw,B,Pincode,570024,Marimallappas School,"K R Mohalla, Mysuru, Karnataka 570024, India"
MYSURU,29261203009,2015-16,"SADVIDYA HS, WARD-36",MYSORE SOUTH,KURUBARAHALLI,WARD-36,Karnataka,570024,,,,ChIJESaClv1vrzsR6NaWAmw0gRc,B,Pincode,570024,Sadvidya High School,"Narayan Shastry Road, Mysuru, Karnataka 570024, India"
MYSURU,29260418003,2015-16,GOVERNMENT JUNIOR COLLEGE KARIMUDDANAHALLI,HUNSUR,KARIMUDDANA HALLI,KARE MUDDANA HALLI,Karnataka,571189,,,,ChIJ3cXgzQZwrzsRIDHsqOxiz1U,C,City,mysuru,Government Junior College Lakshimipuram,"Lakshimipuram, Mysuru, Karnataka 570004, India"
MYSURU,29260418101,2015-16,GOVERNMENT HIGHER PRIMARY SCHOOL  SINGARAMARANAHALLI,HUNSUR,SINGARAMARANAHALLI,SINGARA MARANA HALLI,Karnataka,571189,,,,ChIJNYQJuWV6rzsRcD62jFMD9uY,C,City,mysuru,Government Higher Primary School,"Hebbal, North Zone, Park, Kumbara Koppal, Mysuru, Karnataka 570016, India"
BELAGAVI,29010808501,2015-16,MARATHI LOWER PRIMARY SCHOOL HARASANWADI,KHANAPUR,RAMGURWADI,HARASANWADI,Karnataka,591302,,,,ChIJ3doRlYpjvzsRwXgILOizTNo,C,City,belagavi,Marathi Primary School Play Ground,"Ganeshpur, Belagavi, Karnataka 591108, India"
BELAGAVI,29011103701,2015-16,KANNADA LOWER PRIMARY SCHOOL HIRETADASI,RAMDURG,MUDAKAVI,HIRETADASI,Karnataka,591127,,,,ChIJVVVVuX9mvzsR3AL3aCooZeg,C,City,belagavi,GGovt.Kannada Lower Primary School Room No.6,"Chidambar Nagar, Bhagya Nagar, Angol, Belagavi, Karnataka 590006, India"
BELAGAVI,29011101001,2015-16,KANNADA LOWER PRIMARY SCHOOL BUDANUR,RAMDURG,SALAHALLI,BUDANUR,Karnataka,591130,,,,ChIJVVVVuX9mvzsR3AL3aCooZeg,C,City,belagavi,GGovt.Kannada Lower Primary School Room No.6,"Chidambar Nagar, Bhagya Nagar, Angol, Belagavi, Karnataka 590006, India"
BELAGAVI,29010210803,2015-16,K.L.P.S.SAVATGI CROSS SAVATAGI,BAILHONGAL,BELAVADI,SAVATAGI,Karnataka,591104,,,,,,,,,
BELAGAVI,29010210901,2015-16,K.H.P.S. SUTAGATTI,BAILHONGAL,DESHNUR,SUTAGATTI,Karnataka,591147,,,,,,,,,
TUMAKURU MADHUGIRI,29310318501,2015-16,GOVT LOWER PRIMARY SCHOOL MARENAYAKANAHALLI,KORATAGERE,BOODAGAVI,MARENAYAKANAHALLI,Karnataka,572138,,,,,,,,,
BELAGAVI,29011213703,2015-16,KANNADA HIGHER PRIMARY LINGAYATHAEDUCATION SOC. CONVENT SOUNDATTI,SOUNDATTI,SOUNDATTI NORTH,WARD NO 1,Karnataka,591126,,,,,,,,,
BELAGAVI,29011213902,2015-16,KUMARESHWAR E.HIGHER PRIMARY.SCHOOL SOUNDATTI,SOUNDATTI,SOUNDATTI NORTH,WARD NO 3,Karnataka,591126,,,,,,,,,
BELAGAVI,29011214702,2015-16,JAGAJYOTI BASAVESHWAR KANNADA CONVENT HIGHER PRIMARY SCHOOL SOUNDATTI,SOUNDATTI,SOUNDATTI SOUTH,WARD NO 11,Karnataka,591126,,,,,,,,,
MYSURU,29260706601,2015-16,GAYATHRI HIGHER PRIMARY SCHOOL  GAYATHRIPURAM,MYSORE NORTH,"HORSE LANE, JYOTHI NAGAR",WARD-62,Karnataka,570019,,,,ChIJHVdr52lwrzsRbvimU3H9mbI,C,City,mysuru,Crescent Urdu Higher Primary School,"3853/2, Near Sentpual High School, Gandhinagar, Earangere, Gayathri Puram, Mysuru, Karnataka 570007, India"
MYSURU,29260913803,2015-16,"GOVERNMENT HIGH SCHOOL KUDLAPURA, KUDLAPURA",NANJANAGUD,KUDLAPURA,KUDLAPURA,Karnataka,571118,,,,ChIJxdUQWaV7rzsR2k0pfcjBx-s,C,City,mysuru,Hootagalli Government High School,"K.R.S road, K.R.S road, K R S Road, Hootagalli, Mysuru, Karnataka 570018, India"
MYSURU,29260917802,2015-16,"GOVERNMENT HIGHER PRIMARY SCHOOL URDU, NAGARLE",NANJANAGUD,NAGARLE,NAGARLE,Karnataka,571129,,,,ChIJNYQJuWV6rzsRcD62jFMD9uY,C,City,mysuru,Government Higher Primary School,"Hebbal, North Zone, Park, Kumbara Koppal, Mysuru, Karnataka 570016, India"
MYSURU,29260418701,2015-16,GOVERNMENT LOWER PRIMARY SCHOOL MARANAHALLI,HUNSUR,SINGARAMARANAHALLI,MARANA HALLI,Karnataka,571189,,,,ChIJyZ7yV1JwrzsRxWce8XIV9tU,C,City,mysuru,Government Lower Primary School Mahadev Nagar,"Mahadevanagara, Mysuru, Karnataka 570017, India"
MYSURU,29261203005,2015-16,"GOVERNMENT HIGHER PRIMARY SCHOOL
SHIVARAM PET",MYSORE SOUTH,KURUBARAHALLI,WARD-36,Karnataka,570024,,,,ChIJlULPjgVwrzsRth4FbbJjDRU,B,Pincode,570024,Government Urdu Girls Higher Primary School,"Chamraja Double Road, Chamraja Double Road, Near Lakshmi Talkies, K.R. Mohalla, Mysuru, Karnataka 570024, India"
MYSURU,29261008402,2015-16,GOVT URDU LOWER PRIMARY SCHOOL HEMMIGE,PERIYA PATNA,CHITTENAHALLI,HEMMIGE,Karnataka,571107,,,,ChIJ0erg0G5wrzsR7hnhXrkeaik,C,City,mysuru,Government Urdu Lower Primary Boys School,"New Eidgah, near Kabeer Mata, Mandi Mohalla, Mysuru, Karnataka 570015, India"
BELAGAVI,29010201708,2015-16,VRMM HIGHSCHOOL (AIDED) BELAVADI,BAILHONGAL,BELAVADI,BELAVADI,Karnataka,591104,,,,,,,,,
BELAGAVI,29010201709,2015-16,GOVT HIGHSCHOOL BELAVADI,BAILHONGAL,BELAVADI,BELAVADI,Karnataka,591104,,,,ChIJdypeDi5hvzsRYqmFpAp6LyE,C,City,belagavi,"Government Primary and High School, Vantamuri, Belagavi, Karnataka","Halbhavi Camp, Mahantesh Nagar, Belagavi, Karnataka 590017, India"
BELAGAVI,29010201710,2015-16,KHPS I.B.PATIL BELAVADI,BAILHONGAL,BELAVADI,BELAVADI,Karnataka,591104,,,,,,,,,
BELAGAVI,29010201711,2015-16,ELPS ISHAPRABHU ENN SOC. BELAVADI BELAVADI,BAILHONGAL,BELAVADI,BELAVADI,Karnataka,591104,,,,,,,,,
TUMAKURU MADHUGIRI,29310603808,2015-16,GOVT LOWER PRIMARY SCHOOL GOLLARAHALLI,SIRA,THOGARUGUNTE,HENDORE,Karnataka,572135,,,,,,,,,
TUMAKURU MADHUGIRI,29310622202,2015-16,LUBNA HIGHER PRIMARY SCHOOL ASSAR MOHALLA SIRA,SIRA,SIRA TOWN,SIRA WARD-21,Karnataka,572137,,,,,,,,,
TUMAKURU MADHUGIRI,29310615601,2015-16,GOVT HIGHER PRIMARY SCHOOL YELEYURU,SIRA,YELIYUURU,YELIURU,Karnataka,572137,,,,,,,,,
TUMAKURU MADHUGIRI,29310615602,2015-16,GOVT LOWER PRIMARY SCHOOL HEGGANAHALLI,SIRA,YELIYUURU,YELIURU,Karnataka,572137,,,,,,,,,
MYSURU,29260905001,2015-16,GOVERNMENT HIGHER PRIMARY SCHOOL KANENURU,NANJANAGUD,KANENURU,KANENURU,Karnataka,571314,,,,ChIJNYQJuWV6rzsRcD62jFMD9uY,C,City,mysuru,Government Higher Primary School,"Hebbal, North Zone, Park, Kumbara Koppal, Mysuru, Karnataka 570016, India"
MYSURU,29260907901,2015-16,GOVERNMENT LOWER PRIMARY SCHOOL HALLIKERE HUNDI,NANJANAGUD,BIDARAGUDU,HALLIKERE HUNDI,Karnataka,571302,,,,ChIJg1QHQi1orzsRmqjA82jXxAw,B,Locality,nanjanagud,Government Lower Primary School,"Thomas Layout, Mysore, SH-50A, Nanjanagudu T Narsipura Road, Mysore, Mysore, Karnataka 571301, India"
MYSURU,29260908001,2015-16,GOVERNMENT HIGHER PRIMARY SCHOOL THANDAVAPURA,NANJANAGUD,THANDAVA PURA,THANDAVAPURA,Karnataka,571302,,,,ChIJNYQJuWV6rzsRcD62jFMD9uY,C,City,mysuru,Government Higher Primary School,"Hebbal, North Zone, Park, Kumbara Koppal, Mysuru, Karnataka 570016, India"
MYSURU,29260921701,2015-16,GOVERNMENT HIGHER PRIMARY SCHOOL DEVANURU,NANJANAGUD,DEVANURU,DEVANUR,Karnataka,571119,,,,ChIJNYQJuWV6rzsRcD62jFMD9uY,C,City,mysuru,Government Higher Primary School,"Hebbal, North Zone, Park, Kumbara Koppal, Mysuru, Karnataka 570016, India"
BELAGAVI,29010404502,2015-16,KANNADA HIGHER PRIMARY GIRLS SCHOOL HIREBAGEWADI,BELGAUM RURAL.,ARALIKATTI,HIREBAGEWADI,Karnataka,591109,,,,,,,,,
BELAGAVI,29010404503,2015-16,URDU HIGHER PRIMARY SCHOOL HIREBAGEWADI,BELGAUM RURAL.,ARALIKATTI,HIREBAGEWADI,Karnataka,591109,,,,ChIJP_yOVdllvzsRCv6-C7dqnq4,C,City,belagavi,Govt Urdu Higher Primary School,"No-9, Majagaon, Belagavi, Karnataka 590008, India"
BELAGAVI,29010404505,2015-16,KARNATAKA BALNIKETAN KANNADA HIGHER PRIMARY SCHOOL HIREBAGEWADI,BELGAUM RURAL.,ARALIKATTI,HIREBAGEWADI,Karnataka,591109,,,,,,,,,
TUMAKURU MADHUGIRI,29310414701,2015-16,GOVT LOWER PRIMARY SCHOOL GUBALAGUTTE,MADHUGIRI,KAVANADALA,GUBALAGUTTE,Karnataka,572112,,,,ChIJdYy7vvEtsDsRNXQuXc5ivtw,B,Locality,madhugiri,"Government First Grade College, Madhugiri","Pavagada Road, Behind Government High School, Madhugiri, Tumakuru, Karnataka 572132, India"
TUMAKURU MADHUGIRI,29310412101,2015-16,GOVT HIGHER PRIMARY SCHOOL RANTAVALALU,MADHUGIRI,RANTAVALALU,RANTAVALALU,Karnataka,572132,,,,ChIJdYy7vvEtsDsRNXQuXc5ivtw,B,Locality,madhugiri,"Government First Grade College, Madhugiri","Pavagada Road, Behind Government High School, Madhugiri, Tumakuru, Karnataka 572132, India"
TUMAKURU MADHUGIRI,29310412104,2015-16,SRINIDHI PRE UNIVERSITY COLLEGE RANTAVALALU,MADHUGIRI,RANTAVALALU,RANTAVALALU,Karnataka,572132,,,,,,,,,
TUMAKURU MADHUGIRI,29310426301,2015-16,SRI SIDDARTHA AIDED HIGH SCHOOL MADHUGIRI,MADHUGIRI,MADHUGIRI,MADHUGIRI WARD-5,Karnataka,572132,,,,,,,,,
TUMAKURU MADHUGIRI,29310316801,2015-16,GOVT HIGHER PRIMARY SCHOOL CHIKKADODDAVADI,KORATAGERE,YELERAMPURA,CHIKKADODDAVADI,Karnataka,572140,,,,,,,,,
TUMAKURU MADHUGIRI,29310611305,2015-16,GOVT LOWER PRIAMRY SCHOOL BASAVANTHANAHALLI ,SIRA,KALLAMBELLA,KALLAMBELLA,Karnataka,572125,,,,,,,,,
TUMAKURU MADHUGIRI,29310608301,2015-16,GOVT HIGHER PRIMARY SCHOOL PANJIGANAHALLI,SIRA,BHOOVANAHALLY,PANJIGANAHALLI,Karnataka,572139,,,,,,,,,
