City,SCHOOL_CODE,AC_YEAR,Name,Locality,Street Address,VILLAGE_NAME,State,Pincode,,,,h_place_id,h_category,h_col,h_word,h_name,h_address
GONDIYA,27110814202,2015-16,Z.P. UTTAR BUNIYADI SCHOOL TIRORA,TIRODA,KAWLEWADA,TIRORA,Maharashtra,441911,,,,ChIJUdr4OSYFKzoRdPeY_kEocTg,A,VILLAGE_NAME,tirora,Uttar Buniyadi School,"Khairlanji Rd, Tirora, Maharashtra, India"
GONDIYA,27110803401,2015-16,Z.P.UPPER .PRIMARY .SCHOOL JAMUNIYA,TIRODA,KARTI BU.,JAMUNIYA,Maharashtra,441911,,,,,,,,,
GONDIYA,27110814203,2015-16,Z.P. JUNI VASTI TIRORA,TIRODA,KAWLEWADA,TIRORA,Maharashtra,441911,,,,,,,,,
GONDIYA,27110814204,2015-16,Z.P. KANYA PRIMARY  SCHOOLTIRORA,TIRODA,KAWLEWADA,TIRORA,Maharashtra,441911,,,,,,,,,
GONDIYA,27110814206,2015-16,DR. RAJENDRA PRASAD PRIMARY SCHOOLTIRORA,TIRODA,N.P. TIRODA,TIRORA,Maharashtra,441911,,,,,,,,,
GONDIYA,27110814207,2015-16,DR. AMBEDKAR PRIMARY SCHOOLTIRORA,TIRODA,N.P. TIRODA,TIRORA,Maharashtra,441119,,,,ChIJaXk1dOqrKzoRqP-_seOa03o,B,Locality,tiroda,Podar International School,"Mouza: Hiwara, Tiroda Road, Khasra No. 298,299,300 & 301, Landmark: Near, MIET College, Gondia, Maharashtra 441614, India"
GONDIYA,27110803501,2015-16,Z.P.PRIMARY.SCHOOL SINDHITOLA,TIRODA,KARTI BU.,SINDHITOLA,Maharashtra,441911,,,,ChIJ5dNbAmADKzoRgCPR5d4zqWU,B,Locality,tiroda,Z P Primary School,"Paldongri, Gondiya, SH-251, Tumsar Gondia Road, Tiroda, Tirora, Maharashtra 441911, India"
GONDIYA,27110803601,2015-16,Z.P.UPPER.PRIMARY SCHOOL BERDIPAR(KACHE),TIRODA,KARTI BU.,BERDIPAR (KACHE),Maharashtra,441614,,,,ChIJA7rgdEIDKzoR3g_wod6aZJk,B,Locality,tiroda,Z P Upper Primary School,"Karati, Gondiya, SH-251, Tumsar Gondia Road, Tiroda, Tiroda, Maharashtra 441911, India"
GONDIYA,27110803602,2015-16,MANVATA HIGH SCH. BERDIPAR(KA),TIRODA,KARTI BU.,BERDIPAR (KACHE),Maharashtra,441614,,,,ChIJxaUWe66uKzoRuIhBvZWcD_4,B,Pincode,441614,Gujarati National High School,"Rail Toly, Gondia, Maharashtra 441614, India"
GONDIYA,27110803701,2015-16,Z.P.PRIMARY SCHOOL PUJARITOLA,TIRODA,KARTI BU.,PUJARITOLA,Maharashtra,441911,,,,ChIJ5dNbAmADKzoRgCPR5d4zqWU,B,Locality,tiroda,Z P Primary School,"Paldongri, Gondiya, SH-251, Tumsar Gondia Road, Tiroda, Tirora, Maharashtra 441911, India"
GONDIYA,27110814209,2015-16,M. J. PHULE  PRIMARY SCHOOLTIRORA,TIRODA,N.P. TIRODA,TIRORA,Maharashtra,441911,,,,,,,,,
GONDIYA,27110814211,2015-16,RANI AWANTIBAI  PRIMARY SCHOOLTIRORA,TIRODA,N.P. TIRODA,TIRORA,Maharashtra,441611,,,,,,,,,
GONDIYA,27110814213,2015-16,SHAHID MISHRA VIDYALAYA TIRORA,TIRODA,N.P. TIRODA,TIRORA,Maharashtra,441911,,,,ChIJG7dpligFKzoR9I85VZyj6VQ,A,VILLAGE_NAME,tirora,Shahid Mishra Primary School,"Tirora, Maharashtra, India"
GONDIYA,27110814214,2015-16,GIRJABAI KANYA  PRIMARY SCHOOLTIRORA,TIRODA,N.P. TIRODA,TIRORA,Maharashtra,441911,,,,,,,,,
AHMADNAGAR,27260103602,2015-16,Z.P.P.SCHOOL PATILWADI,AKOLE,SAVARKUTE,DHAMANVAN,Maharashtra,422604,,,,,,,,,
AHMADNAGAR,27260103603,2015-16,P.M.VIDYALAYA  DHMANWAN,AKOLE,SAVARKUTE,DHAMANVAN,Maharashtra,422604,,,,,,,,,
AHMADNAGAR,27260103607,2015-16,Z.P.P.SCHOOL GHODEWASTI,AKOLE,SAVARKUTE,DHAMANVAN,Maharashtra,422604,,,,,,,,,
GONDIYA,27110808201,2015-16,Z.P.UPPER PRIMARY SCHOOL VIHIRGAON,TIRODA,GULABTOLA,VIHIRGAON,Maharashtra,441911,,,,ChIJA7rgdEIDKzoR3g_wod6aZJk,B,Locality,tiroda,Z P Upper Primary School,"Karati, Gondiya, SH-251, Tumsar Gondia Road, Tiroda, Tiroda, Maharashtra 441911, India"
GONDIYA,27110814216,2015-16,SHAHID PRIMARY SCHOOL TIRORA,TIRODA,N.P. TIRODA,TIRORA,Maharashtra,441911,,,,ChIJG7dpligFKzoR9I85VZyj6VQ,A,VILLAGE_NAME,tirora,Shahid Mishra Primary School,"Tirora, Maharashtra, India"
GONDIYA,27110814217,2015-16,VIVEKANAND CONVENT  TIRODA,TIRODA,N.P. TIRODA,TIRORA,Maharashtra,441911,,,,ChIJwTDzTNYEKzoR19nPIDQjEJ0,A,VILLAGE_NAME,tirora,Swamy Vivekanand Convent,"Tirora, Maharashtra, India"
GONDIYA,27110707903,2015-16,LOKMANYA TILAK HIGH SCHOOL KOKANA JAMI,SADAK ARJUNI,KOKNA,KOKANA JAMI.,Maharashtra,441806,,,,,,,,,
GONDIYA,27110707904,2015-16,SHRIKRISHANA MADH ASHRAM SCHOOLKOKNA JAMI ,SADAK ARJUNI,KOKNA,KOKANA JAMI.,Maharashtra,441806,,,,,,,,,
GONDIYA,27110808301,2015-16,Z.P.UPPER PRIMARY SCHOOL SARANDI,TIRODA,GULABTOLA,SARANDI,Maharashtra,441911,,,,ChIJA7rgdEIDKzoR3g_wod6aZJk,B,Locality,tiroda,Z P Upper Primary School,"Karati, Gondiya, SH-251, Tumsar Gondia Road, Tiroda, Tiroda, Maharashtra 441911, India"
GONDIYA,27110808302,2015-16,PARGATI ASHRAM SCHOOL SARANDI,TIRODA,GULABTOLA,SARANDI,Maharashtra,441911,,,,ChIJAQAAAIQaKzoRywK9BB8ywTc,A,VILLAGE_NAME,sarandi,Pragti Ashram & High School,"Sarandi, Maharashtra 441911, India"
GONDIYA,27110808303,2015-16,PRAGATI HIGHSCHOOL SARANDI,TIRODA,GULABTOLA,SARANDI,Maharashtra,441911,,,,,,,,,
GONDIYA,27110808304,2015-16,S.N. JR COLLEGE SARANDI,TIRODA,GULABTOLA,SARANDI,Maharashtra,441911,,,,ChIJudwI0u-rKzoRXAqrSBCPcHw,B,Locality,tiroda,Manoharbhai Patel Institute of Engineering and Technology,"Tiroda Road, Gondia District, Kudwa, Maharashtra 441614, India"
AHMADNAGAR,27260101003,2015-16,Z.P.P.SCHOOL WAJEWADI,AKOLE,JAMBHALEWADI,ABITKHIND,Maharashtra,422610,,,,,,,,,
AHMADNAGAR,27260101004,2015-16,SARODAY VIDYALY MANDIR.ABITKHIND,AKOLE,JAMBHALEWADI,ABITKHIND,Maharashtra,422610,,,,ChIJC9NxARsS3TsRkCcLicVxB3c,B,Pincode,422610,"Sarvodaya Vidya Mandir,Abitkhind","Sarvodaya Vidya Mandir, Abit Khind, Maharashtra 422610, India"
AHMADNAGAR,27260101101,2015-16,Z.P.P.SCHOOL BARI,AKOLE,SHENDI,BARI,Maharashtra,422604,,,,,,,,,
GONDIYA,27110808305,2015-16,SC & NAVBOUDH GIRL'S  RESIDENTIAL SCHOOL SARANDI,TIRODA,GULABTOLA,SARANDI,Maharashtra,441911,,,,,,,,,
OSMANABAD,27290505501,2015-16,"ZILLA PARISHAD PRIMARY SCHOOL, KAUDGAON (AMBEJAWALAGA)",OSMANABAD,AMBEJAVALGE,KAUDGAON (AMBEJAWALAGA),Maharashtra,413501,,,,ChIJW7IZnSyixTsR18Vd8LHLEgQ,B,Locality,osmanabad,Zilla Parishad Osmanabad,"Opposite Collectors Office, Solapur Aurangabad NH-211, Osmanabad, Maharashtra 413501, India"
OSMANABAD,27290505502,2015-16,"ZILLA PARISHAD PRIMARY SCHOOL, LAMAN TANDA KAUDGAON (AMBEJAWALAGA)",OSMANABAD,AMBEJAVALGE,KAUDGAON (AMBEJAWALAGA),Maharashtra,413501,,,,ChIJW7IZnSyixTsR18Vd8LHLEgQ,B,Locality,osmanabad,Zilla Parishad Osmanabad,"Opposite Collectors Office, Solapur Aurangabad NH-211, Osmanabad, Maharashtra 413501, India"
