City,SCHOOL_CODE,AC_YEAR,Name,Locality,Street Address,VILLAGE_NAME,State,Pincode,Place Id,Place Id Filter,h_place_id,h_name,h_category,h_col,h_word
CHURU,8040410208,2015-16,"GSSS, ",CHURU,"GHANGHU,GUPS BAS JAISE KA",GHANGHU,Rajasthan,331001,,,,,,,
CHURU,8040410301,2015-16,GPS BHURKANA JOHARA  ,CHURU,"GHANGHU,GUPS BAS JAISE KA",DANDU,Rajasthan,331001,,,,,,,
CHURU,8040410302,2015-16,GPS BASS   ,CHURU,"GHANGHU,GUPS BAS JAISE KA",DANDU,Rajasthan,331001,,,,,,,
PALI,8200613515,2015-16,SH. MAHRASHI GOUTAM UPS ,MARVAR JUNCTION,"SANGAWATO KI DHANI, GUPS",KANTALIYA,Rajasthan,306103,,,,,,,
PALI,8200606702,2015-16,"G.G.U.P.S.,  ",MARVAR JUNCTION,"JATIYO KI DHANI, GUPS",AUWA,Rajasthan,306021,,,,,,,
PALI,8200606704,2015-16,"G.P.S.,  RAIKO KI DHANI",MARVAR JUNCTION,"JATIYO KI DHANI, GUPS",AUWA,Rajasthan,306021,,,,,,,
PALI,8200606706,2015-16,SWAMI DAYANAND SHIKSHAN UPS ,MARVAR JUNCTION,"JATIYO KI DHANI, GUPS",AUWA,Rajasthan,306021,,,,,,,
AJMER,8210405102,2015-16,G.P.S.RUPAHELI ,PEESANGAN,SAMARATHPURA GUPS 0415401,JASWANTPURA,Rajasthan,305201,,,,,,,
AJMER,8210405105,2015-16,G.P.S. AMRITPURA,PEESANGAN,SAMARATHPURA GUPS 0415401,JASWANTPURA,Rajasthan,305201,,,,,,,
AJMER,8210412809,2015-16,A.G. PUBLIC SCH DAURAI,PEESANGAN,KANCHAN NGR DORAI GPS 0412811,DOORAI,Rajasthan,305003,,,,,,,
AJMER,8210412811,2015-16,G.P.S. AAVASAN MANDAL K.C.NAGAR,PEESANGAN,KANCHAN NGR DORAI GPS 0412811,DOORAI,Rajasthan,305003,,,,,,,
RAJSAMAND,8250403002,2015-16,"GOVT.PS, TANKRA KA BHILWARA",KUMBHALGARH,"CHAPTELO KI BHAGAL, G.P.S. ",USAR,Rajasthan,313321,,,,,,,
RAJSAMAND,8250415601,2015-16,"GOVT.UPS, BADGULLA",KUMBHALGARH,"MADRECHO KA GUDA, GUPS",BADGULA,Rajasthan,313324,,,,,,,
RAJSAMAND,8250415701,2015-16,"SHIKSA KARMI PS, ",KUMBHALGARH,"MADRECHO KA GUDA, GUPS",BALLO KA GUDHA,Rajasthan,313324,,,,,,,
RAJSAMAND,8250415901,2015-16,"GOVT.PS, ",KUMBHALGARH,"MADRECHO KA GUDA, GUPS",MAMADEV KI BHAGAL,Rajasthan,313324,,,,,,,
PRATAPGARH (RAJ.),8331412101,2015-16,G.U.P.S. BADVASKALA,ARNOD,"GUPS,BADWASKALA",BADVSKLA,Rajasthan,312615,,,,,,,
PRATAPGARH (RAJ.),8331412102,2015-16,G.P.S K. BHANJIKHEDA,ARNOD,"GUPS,BADWASKALA",BADVSKLA,Rajasthan,312615,,,,,,,
PRATAPGARH (RAJ.),8331216601,2015-16,G.U.P.S. ,CHHOTI SADRI,GUPS HADMATIYA JAGIR,GUDLI,Rajasthan,312614,,,,,,,
PRATAPGARH (RAJ.),8331216701,2015-16,G.P.S. ,CHHOTI SADRI,"G.GUPS,BAMBORI",KULMIYA,Rajasthan,312614,,,,,,,
PRATAPGARH (RAJ.),8331405003,2015-16,G.P.S. MOUJA ,ARNOD,"GPS, ATHINERA",ATHINERA,Rajasthan,312615,,,,,,,
PRATAPGARH (RAJ.),8331405101,2015-16,G.P.S.CHARNOKASINGPURIYA,ARNOD,"GPS, ATHINERA",CHARNON KA SINGHPURIYA,Rajasthan,312615,,,,,,,
PRATAPGARH (RAJ.),8331405201,2015-16,G.P.S. ,ARNOD,"GPS, ATHINERA",VANPURA,Rajasthan,312615,,,,,,,
PRATAPGARH (RAJ.),8331313801,2015-16,G.UPS SAKRIYA,PRATAPGARH,"GUPS, SAKRIYA",SAKARIYA,Rajasthan,312623,,,,,,,
PRATAPGARH (RAJ.),8331330801,2015-16,G.P.S. ,PRATAPGARH,"GUPS, SADRI FALA",JAMBUVELA,Rajasthan,312621,,ChIJOzAino6lZjkR6HqYZBP2Ssg,,,,,
PRATAPGARH (RAJ.),8331330902,2015-16,G.PS KHERVELI,PRATAPGARH,"GUPS, SADRI FALA",ANOPURA,Rajasthan,312621,,,,,,,
PRATAPGARH (RAJ.),8331330903,2015-16,G.U.P.S. ANOPPURA,PRATAPGARH,"GUPS, SADRI FALA",ANOPURA,Rajasthan,312621,,,,,,,
PRATAPGARH (RAJ.),8331331001,2015-16,G.SEC.SCHOOL JAKHAM,PRATAPGARH,"GUPS, SADRI FALA",KARMA KHEDA,Rajasthan,312605,,,,,,,
RAJSAMAND,8250401101,2015-16,"GOVT.UPS, CHAMBUVA",KUMBHALGARH,"CHAMBUA,KANKARWA G.U.P.S.",CHAMBUVA SARJELA,Rajasthan,313325,,,,,,,
RAJSAMAND,8250400105,2015-16,"GOVT.PS, KOLPIPLI",KUMBHALGARH,"KANAJI KI BHAGAL, G.P.S.",KELWARA,Rajasthan,313325,,,,,,,
RAJSAMAND,8250402102,2015-16,"GOVT.PS, ",KUMBHALGARH,"DELWARIYA, G.U.P.S.",DELWARIYA,Rajasthan,313704,,,,,,,
RAJSAMAND,8250402202,2015-16,"SHIKSA KARMI PS, NAROLA",KUMBHALGARH,"BARA, G.U.P.S. SKS AANTRI",AANTRI,Rajasthan,313325,,,,,,,
GANGANAGAR,8010675001,2015-16,"GOVT.UPPER PRIMARY SCH.,",GHARASANA,GUPS 8 LM,8 LM,Rajasthan,335701,,,,,,,
GANGANAGAR,8010675101,2015-16,SHIKSHA KARMI 10-11H,GHARASANA,GUPS 15 H, 10 H,Rajasthan,335711,,,,,,,
GANGANAGAR,8010675201,2015-16,"GOVT.UPPER PRIMARY SCH.,6H",GHARASANA,GUPS 12 P,6 H,Rajasthan,335701,,,,,,,
GANGANAGAR,8010675202,2015-16,PVT.SHRI RAI SINGH UPS ,GHARASANA,GUPS 12 P,6 H,Rajasthan,335711,,,,,,,
GANGANAGAR,8010675203,2015-16,"PVT.SHRI LD PUBLIC SCH.,",GHARASANA,GUPS 12 P,6 H,Rajasthan,335711,,,ChIJ6UGViRS1FzkRgMkZGZ5-9ac,Kalindi Public School,C,City,ganganagar
GANGANAGAR,8010916101,2015-16,GOVT.PRIMARY SCH. ,ANOOPGARH,GUPS 89 GB,93 GB,Rajasthan,335701,,,,,,,
GANGANAGAR,8010916201,2015-16,GOVT.PRIMARY SCH. 2-,ANOOPGARH,GUPS 89 GB,3 MSR,Rajasthan,335701,,,,,,,
GANGANAGAR,8010916501,2015-16,GOVT.PRIMARY SCH. ,ANOOPGARH,GUPS 89 GB,88 GB,Rajasthan,335701,,,,,,,
GANGANAGAR,8010916601,2015-16,GOVT.PRIMARY SCH. ,ANOOPGARH,GUPS 76 GB,80 GB,Rajasthan,335701,,,,,,,
GANGANAGAR,8010916701,2015-16,GOVT.PRIMARY SCH. ,ANOOPGARH,GUPS 76 GB,79 GB,Rajasthan,335701,,,,,,,
UDAIPUR,8260315402,2015-16,G.G.S.SEC.S.FATEHNAGAR,MAVLI,G.U.P.S.(VASNIMAFI),NP_FATEH_SAN WARD NO. 17,Rajasthan,313205,,,,,,,
UDAIPUR,8260315502,2015-16,G.G.U.P.S.FATEH NAGAR,MAVLI,G.U.P.S.(VASNIMAFI),NP_FATEH_SAN WARD NO. 16,Rajasthan,313205,,,,,,,
UDAIPUR,8260814505,2015-16,G.P.S.KAKRIWAT,KHERWARA,G.U.P.S.(DEMAT),DEMAT,Rajasthan,313804,,,,,,,
UDAIPUR,8260109302,2015-16,G.P.S.NAYO KA GURA,GOGUNDA,G.U.P.S.(MOKHI),CHATIYAKHARI,Rajasthan,313705,,,,,,,
UDAIPUR,8260819208,2015-16,G.G.U.P.S.AADIWALI,KHERWARA,G.U.P.S.(KHARADIWARA),PAHADA1,Rajasthan,313804,,,,,,,
UDAIPUR,8260819209,2015-16,VIVEKANAND PUB SCHOOL AAD.,KHERWARA,G.U.P.S.(KHARADIWARA),PAHADA1,Rajasthan,313804,,,,,,,
GANGANAGAR,8010607402,2015-16,"GOVT.PRIMARY SCH.,7 KD",GHARASANA,GUPS 5 KD,7 KD (B),Rajasthan,335707,,,,,,,
GANGANAGAR,8010607702,2015-16,PVT.PRERNA UPS 3KD,GHARASANA,GUPS 5 KD,3 KD,Rajasthan,335707,,,,,,,
CHURU,8040700501,2015-16,GSS ,BIDASAR,GSSS SARANGSAR ,LUHARA,Rajasthan,331517,,,,,,,
CHURU,8040700502,2015-16,GUPS SANSKRIT ,BIDASAR,GSSS SARANGSAR ,LUHARA,Rajasthan,331517,,,,,,,
CHURU,8040700503,2015-16,GSKS DUNADIYA,BIDASAR,GSSS SARANGSAR ,LUHARA,Rajasthan,331517,,,,,,,
CHURU,8040700505,2015-16,KRISHNA PUBLICK SANSTAN ,BIDASAR,GSSS SARANGSAR ,LUHARA,Rajasthan,331517,,,,,,,
GANGANAGAR,8010951802,2015-16,GOVT.PRIMARY SCH. 20 A,ANOOPGARH,GUPS 23 A,20AA,Rajasthan,335701,,,,,,,
GANGANAGAR,8010952210,2015-16,GOVT.PRIMARY SCH. 26 A,ANOOPGARH,GPS 26 A,26A,Rajasthan,335701,,,,,,,
GANGANAGAR,8010952301,2015-16,GOVT.PRIMARY SCH. 77 GBA,ANOOPGARH,GUPS 76 GB,77GB A,Rajasthan,335701,,,,,,,
GANGANAGAR,8010952601,2015-16,GOVT.PRIMARY SCH. ,ANOOPGARH,GUPS 4 KAM KHAL,2 KAM,Rajasthan,335701,,,,,,,
UDAIPUR,8260203902,2015-16,G.U.P.S.SUKHDEVINAGAR,BADGAON,G.U.P.S.(SUKHDEVINAGAR),BEDLA KHURD,Rajasthan,313016,,,,,,,
UDAIPUR,8260203903,2015-16,G.P.S.RAMGIRI,BADGAON,G.U.P.S.(SUKHDEVINAGAR),BEDLA KHURD,Rajasthan,313001,,,,,,,
UDAIPUR,8260204001,2015-16,G.S.SEC.S.,BADGAON,G.U.P.S.(DAGLIYO KI MAGRI,BHUWANA,Rajasthan,313001,,,,,,,
UDAIPUR,8260608501,2015-16,G.P.S.AAJANI,KOTRA,G.P.S.(BAKHEL),AAGANI,Rajasthan,307025,,,,,,,
CHURU,8040410303,2015-16,GSS ,CHURU,"GHANGHU,GUPS BAS JAISE KA",DANDU,Rajasthan,331001,,,,,,,
CHURU,8040410401,2015-16,GUPS BASS JAISHE KA,CHURU,"GHANGHU,GUPS BAS JAISE KA",BASS JAISE KA,Rajasthan,331001,,,,,,,
CHURU,8040410501,2015-16,GPS BASS JASVANTPURA,CHURU,"GHANGHU,GUPS BAS JAISE KA",JASVANT PURA,Rajasthan,331001,,,,,,,
CHURU,8040402401,2015-16,GUPS KOTVAD NATHOTAN,CHURU,"KOTWAD TAL,GUPS,KOTWAD TIBBA",KOTVAD NOTHOTAN,Rajasthan,331001,,,,,,,
PALI,8200606707,2015-16,PIONEER PUBLIC UP SCHOOL ,MARVAR JUNCTION,"JATIYO KI DHANI, GUPS",AUWA,Rajasthan,306021,,,,,,,
PALI,8200606708,2015-16,GALAXY INTERNATIONAL SCHOOL SHIKSHAN SANTHAN  ,MARVAR JUNCTION,"JATIYO KI DHANI, GUPS",AUWA,Rajasthan,306021,,,,,,,
PALI,8200903701,2015-16,G.U.P.S. GUDA GUMAN SINGH,BALI,"GUDA GUMAN,GUPS,PADARELA",GUDA GUMANSINGH,Rajasthan,306707,,,,,,,
PALI,8200903902,2015-16,G.P.S.MEENO KI DHANI ,BALI,"GUDA GUMAN,GUPS,PADARELA",KHINDAWA,Rajasthan,306707,,,,,,,
AJMER,8210412812,2015-16,ALPHA PUBLIC SCHOOL KANCHAN NAGAR,PEESANGAN,KANCHAN NGR DORAI GPS 0412811,DOORAI,Rajasthan,305003,,,,,,,
AJMER,8210413001,2015-16,TARAMANI SR.SEC. SCH. PUSHKAR,PEESANGAN,PUSHKAR GUPS 0412901,NP_PUSHKAR_WARD NO.14,Rajasthan,305022,,,ChIJEUcGLFLmazkRQsS2ubl80HI,Taramani Senior Secondary School,C,City,ajmer
AJMER,8210413004,2015-16,SHREE KRISHNA U.P.S. PUSHKAR,PEESANGAN,PUSHKAR GUPS 0412901,NP_PUSHKAR_WARD NO.14,Rajasthan,305022,,,,,,,
AJMER,8210413005,2015-16,R.VAKUNTH ACH.SANS. PUSH,PEESANGAN,PUSHKAR GUPS 0412901,NP_PUSHKAR_WARD NO.14,Rajasthan,305022,,,,,,,
RAJSAMAND,8250416001,2015-16,"GOVT.PS,  DHUNI BHAGAL",KUMBHALGARH,"MADRECHO KA GUDA, GUPS",DHUNI KI BHAGAL,Rajasthan,313324,,,,,,,
RAJSAMAND,8250416101,2015-16,"GOVT.PS,  PICHHORA KI BHAGAL",KUMBHALGARH,"MADRECHO KA GUDA, GUPS",PICHHORO KI BHAGAL,Rajasthan,313324,,,,,,,
RAJSAMAND,8250416203,2015-16,"GOVT.PS,  DOVI BHEEL BASTI",KUMBHALGARH,"KHERAN, G.U.P.S (OLADAR)",OLADAR,Rajasthan,313325,,,,,,,
PRATAPGARH (RAJ.),8331216807,2015-16,G.G.U.P.S. ,CHHOTI SADRI,"G.GUPS,BAMBORI",BAMBORI,Rajasthan,312614,,,,,,,
PRATAPGARH (RAJ.),8331216809,2015-16,P P S ,CHHOTI SADRI,"G.GUPS,BAMBORI",BAMBORI,Rajasthan,312614,,,,,,,
PRATAPGARH (RAJ.),8331216810,2015-16,VIMLA VIDYA MANDIR SEC.S.,CHHOTI SADRI,"G.GUPS,BAMBORI",BAMBORI,Rajasthan,312614,,,,,,,
PRATAPGARH (RAJ.),8331216817,2015-16,G.SR.SEC.S.,CHHOTI SADRI,"G.GUPS,BAMBORI",BAMBORI,Rajasthan,312614,,,,,,,
PRATAPGARH (RAJ.),8331313803,2015-16,RAJASTHAN PUBLIC SAKRIYA,PRATAPGARH,"GUPS, SAKRIYA",SAKARIYA,Rajasthan,312605,,,,,,,
PALI,8200803106,2015-16,KAMBESWAR PUBLIC SCH. ,SUMERPUR,"DUJANA,GGUPS",DUJANA,Rajasthan,306708,,,,,,,
PALI,8200804901,2015-16,"G.U.P.S.,  ",SUMERPUR,"POYANA,GUPS,BAMNERA",DHANAPURA,Rajasthan,306902,,,,,,,
PALI,8200308502,2015-16,"G.U.P.S.,  ",SOJAT,"GURA BIJA,GPS",LADPURA,Rajasthan,306114,,,,,,,
PRATAPGARH (RAJ.),8331331102,2015-16,G.P.S. ,PRATAPGARH,"GUPS, KHATODI",KERVAS,Rajasthan,312605,,ChIJOzAino6lZjkR6HqYZBP2Ssg,,,,,
PRATAPGARH (RAJ.),8331331103,2015-16,S.K. HAMAKHORA,PRATAPGARH,"GUPS, KHATODI",KERVAS,Rajasthan,312605,,,,,,,
PRATAPGARH (RAJ.),8331331104,2015-16,G.SEC.KERWAS,PRATAPGARH,"GUPS, KHATODI",KERVAS,Rajasthan,312605,,,,,,,
PALI,8200905803,2015-16,"G.P.S.,  ",BALI,"BHATUND , GGUPS ",BHATUND,Rajasthan,306707,,ChIJ1T0sTUbEFDkR6shlunmcOWQ,,,,,
RAJSAMAND,8250402203,2015-16,"GOVT.PS, MALI KA BHILWARA",KUMBHALGARH,"BARA, G.U.P.S. SKS AANTRI",AANTRI,Rajasthan,313325,,,,,,,
RAJSAMAND,8250402204,2015-16,"GOVT.ADRAS SR.SEC.SCHOOL., ",KUMBHALGARH,"BARA, G.U.P.S. SKS AANTRI",AANTRI,Rajasthan,313325,,,,,,,
RAJSAMAND,8250402302,2015-16,"GOVT.PS,  AVA KA BHILWARA",KUMBHALGARH,"BARA, G.U.P.S. SKS AANTRI",SANDUKO KA GUDHA,Rajasthan,313325,,,,,,,
RAJSAMAND,8250402303,2015-16,"GOVT.UPS, DSANA KI BHAGAL",KUMBHALGARH,"BARA, G.U.P.S. SKS AANTRI",SANDUKO KA GUDHA,Rajasthan,313325,,,,,,,
GANGANAGAR,8010675301,2015-16,"GOVT.PRIMARY SCH.,",GHARASANA,GPS 10 MD,10 MD,Rajasthan,335701,,,,,,,
GANGANAGAR,8010675302,2015-16,"PVT.HAR KRISHAN PUB.SCH.,",GHARASANA,GPS 10 MD,10 MD,Rajasthan,335711,,,,,,,
GANGANAGAR,8010675601,2015-16,"GOVT.PRIMARY SCH.,5 MD",GHARASANA,GUPS 7 MD,5 MD A,Rajasthan,335701,,,,,,,
GANGANAGAR,8010675701,2015-16,PVT.UPS (SR. S.R. P.S. PATRODA),GHARASANA,"GOVT. SEN.SEC.SCH, GHARASANA",11 P,Rajasthan,335701,,,,,,,
GANGANAGAR,8010916801,2015-16,GOVT. PRIMARY SCH. 87 GB B,ANOOPGARH,GUPS 76 GB, 87 GB (B),Rajasthan,335701,,,,,,,
GANGANAGAR,8010916802,2015-16,GOVT. PRIMARY SCH. 87 GB A,ANOOPGARH,GUPS 76 GB, 87 GB (B),Rajasthan,335701,,,,,,,
GANGANAGAR,8010917401,2015-16,GOVT.UPPER.PRIMARY SCH. 76 GB,ANOOPGARH,GUPS 76 GB,76GB,Rajasthan,335701,,,,,,,
GANGANAGAR,8010917601,2015-16,GOVT.PRIMARY SCH. ,ANOOPGARH,GUPS 76 GB,81 GB,Rajasthan,335701,,,,,,,
UDAIPUR,8260109306,2015-16,G.S.SEC.S.,GOGUNDA,G.U.P.S.(MOKHI),CHATIYAKHARI,Rajasthan,313705,,,,,,,
UDAIPUR,8260208401,2015-16,G.S.SEC.S.,BADGAON,G.P.S.(UPLA TANKADA),WATI,Rajasthan,313322,,,,,,,
UDAIPUR,8260117901,2015-16,G.U.P.S.NARSINGH PURA,GOGUNDA,G.U.P.S.(MATA SULA),NERSIHPURA,Rajasthan,313906,,,,,,,
GANGANAGAR,8010608005,2015-16,"GOVT.UPPER PRIMARY SCH.,5 KD",GHARASANA,GUPS 5 KD,5 KD (A),Rajasthan,335707,,,,,,,
GANGANAGAR,8010859901,2015-16,GOVT..PRIMARY SCH. UPNIVESHAN CALONY SURATGARH,SURATGARH,SURJI DEVI SURATGARH,NP SURATGARH_WARD 8,Rajasthan,335804,,,,,,,
GANGANAGAR,8010861501,2015-16,"GOVT.SEC.SCH, PURANI ABADI  WN 24 SURATGARH",SURATGARH,G.S.S.S. SURATGARH,NP SURATGARH_WARD 24,Rajasthan,335804,,,,,,,
GANGANAGAR,8010860903,2015-16,"PVT. HARS CON .UPPER.PRIMARY.SCH.WN 18,SURATGARH",SURATGARH,SURJI DEVI SURATGARH,NP SURATGARH_WARD 18,Rajasthan,335804,,,,,,,
CHURU,8040701001,2015-16,GPS SAHKANIYA JOHAR SIVRAN,BIDASAR,GUPS DHANI SWAMIYAN ,SIVRON KI DHANI,Rajasthan,331506,,,,,,,
CHURU,8040701002,2015-16,GPS DHANI SIWRAN,BIDASAR,GUPS DHANI SWAMIYAN ,SIVRON KI DHANI,Rajasthan,331501,,,,,,,
GANGANAGAR,8010666201,2015-16,PVT.SHANKER G JYOTI UPS 13 KND,GHARASANA,GUPS 12 KND ,13 KND A,Rajasthan,335707,,,,,,,
GANGANAGAR,8010666401,2015-16,PVT.UPS DR PUB.SC 8 KND,GHARASANA,"GOVT. SEN.SEC.SCH, GHARASANA",8 KND _A,Rajasthan,335707,,,,,,,
GANGANAGAR,8010666402,2015-16,"GOVT.PRIMARY SCH.,18 KND",GHARASANA,GUPS 16 KND,8 KND _A,Rajasthan,335707,,,,,,,
GANGANAGAR,8010905203,2015-16,"GOVT. SR.SEC.SCH.,  KOKARAWALI (21 SJM)",ANOOPGARH,GOVT. SNR.SEC.SCHOOL (BOYS) APG,21 SJM\KHOKHARWALI,Rajasthan,335701,,,,,,,
GANGANAGAR,8010907901,2015-16,GOVT.PRIMARY SCH. ,ANOOPGARH,GUPS 26 APD,27 APD,Rajasthan,335701,,,,,,,
GANGANAGAR,8010912202,2015-16,"GOVT.SR.SEC.SCH.,  ",ANOOPGARH,GOVT. SNR.SEC.SCHOOL (BOYS) APG,90 GB,Rajasthan,335701,,,,,,,
GANGANAGAR,8010912904,2015-16,"GOVT . SR.SEC. SCH., ",ANOOPGARH,GOVT. SNR.SEC.SCHOOL (BOYS) APG,30 APD,Rajasthan,335701,,,,,,,
UDAIPUR,8260608701,2015-16,G.P.S.KODARMAL,KOTRA,G.P.S.(BAKHEL),KODERMAL,Rajasthan,307025,,,,,,,
UDAIPUR,8260608702,2015-16,G.P.S.S.K.S.KODRMAL KHUNA,KOTRA,G.P.S.(BAKHEL),KODERMAL,Rajasthan,307025,,,,,,,
UDAIPUR,8260621601,2015-16,G.P.S.,KOTRA,G.U.P.(BAIRAN),TIBERNI KA KHET,Rajasthan,313708,,,,,,,
UDAIPUR,8260621701,2015-16,G.P.S.S.K.S.HERAL KALA,KOTRA,G.U.P.(BAIRAN),HERALKALA,Rajasthan,313708,,,,,,,
CHURU,8040402402,2015-16,GPS BASS GORSIYAN,CHURU,"KOTWAD TAL,GUPS,KOTWAD TIBBA",KOTVAD NOTHOTAN,Rajasthan,331001,,,,,,,
CHURU,8040402501,2015-16,GUPS ,CHURU,"KOTWAD TAL,GUPS,KOTWAD TIBBA",DHAMERI,Rajasthan,331304,,ChIJQ_uzsjnUajkRI1COeCesKJE,ChIJ_fgJxMd4FDkRv9Ba2Mh5B-U,Gups Dhanabhakaran,B,Pincode,331304
CHURU,8040402602,2015-16,GGUPS JASRASAR,CHURU,"JASARASAR, GGUPS JASRASAR",JASARASAR 2,Rajasthan,331001,,,,,,,
CHURU,8040402603,2015-16,VISHAV BHARTI  SR. SEC. SCH. JASRASAR,CHURU,"JASARASAR, GGUPS JASRASAR",JASARASAR 2,Rajasthan,331001,,,,,,,
PALI,8200904002,2015-16,G.G.SEC.SCHOOL. ,BALI,BALI .G.S.S.SCHOOL BALI ,SEWARI,Rajasthan,306707,,,,,,,
PALI,8200400106,2015-16,"G.U.P.S.,  BUTATIYA NADA",ROHAT,"NAYA CHENDA, GUPS",MANDAWAS,Rajasthan,306421,,,,,,,
PALI,8200400107,2015-16,"G.U.P.S.,  DHAKA KI DHANI",ROHAT,"NAYA CHENDA, GUPS",MANDAWAS,Rajasthan,306421,,,,,,,
PALI,8200400108,2015-16,"G.P.S.,  KABOYO KI DHANI",ROHAT,"NAYA CHENDA, GUPS",MANDAWAS,Rajasthan,306421,,,,,,,
AJMER,8210413006,2015-16,G. AJN.V.UPADYAY SR.SEC,PEESANGAN,PUSHKAR GUPS 0412901,NP_PUSHKAR_WARD NO.14,Rajasthan,305022,,,,,,,
AJMER,8210521005,2015-16,VIDYA BHARTI SEC.SCH. BEAWAR,JAWAJA,SEDRIYA GUPS 0520602,NP_BEAWAR_WARD NO.38,Rajasthan,305901,,,,,,,
AJMER,8210521007,2015-16,M.DAYANAND B.M.&G.SEC.S.,JAWAJA,SEDRIYA GUPS 0520602,NP_BEAWAR_WARD NO.38,Rajasthan,305901,,,,,,,
AJMER,8210521008,2015-16,JAGRITI SEC. SCH. BEAWAR,JAWAJA,SEDRIYA GUPS 0520602,NP_BEAWAR_WARD NO.38,Rajasthan,305901,,,,,,,
RAJSAMAND,8250416204,2015-16,"GOVT.ADRAS SR.SEC.SCHOOL, ",KUMBHALGARH,"KHERAN, G.U.P.S (OLADAR)",OLADAR,Rajasthan,313325,,,,,,,
RAJSAMAND,8250416301,2015-16,"GOVT.PS, ",KUMBHALGARH,"KHERAN, G.U.P.S (OLADAR)",BALWAS,Rajasthan,313325,,,,,,,
RAJSAMAND,8250416401,2015-16,"GOVT.UPS, ",KUMBHALGARH,"KHERAN, G.U.P.S (OLADAR)",KHERAN,Rajasthan,313325,,,,,,,
RAJSAMAND,8250413003,2015-16,"GOVT.PS, DADIYA KI BHAGAL",KUMBHALGARH,"BAGUNDA, G.U.P.S",HATTA JI KA GUDHA,Rajasthan,313333,,,,,,,
PRATAPGARH (RAJ.),8331216901,2015-16,G.P.S. BALIYAKHEDA,CHHOTI SADRI,"GUPS,BARWADA GUJJAR",CHAKARKHEDA,Rajasthan,312604,,,,,,,
PRATAPGARH (RAJ.),8331217401,2015-16,MADARSA QADRIYA PS.CHHOTISASDRI,CHHOTI SADRI,"GUPS,NO.2 CHHOTISADRI",NP CHHOTISADRI_WARD NO.12,Rajasthan,312604,,,,,,,
PRATAPGARH (RAJ.),8331217801,2015-16,GULAB CHAND MEWARI SR.SEC.SCH.CHHOTISADRI,CHHOTI SADRI,"GUPS,NO.2 CHHOTISADRI",NP CHHOTISADRI_WARD NO.19,Rajasthan,312604,,,,,,,
PRATAPGARH (RAJ.),8331217901,2015-16,GURUKUL CONVENT SCHOOL,CHHOTI SADRI,"GUPS,NO.2 CHHOTISADRI",NP CHHOTISADRI_WARD NO.20,Rajasthan,312604,ChIJYRzjFbpuZjkR2rcdFky6_EY,ChIJYRzjFbpuZjkR2rcdFky6_EY,,,,,
PALI,8200805805,2015-16,"G.G.U.P.S.,  POMAVA",SUMERPUR,"POMAVA,GGUPS",POMAWA,Rajasthan,306902,,,,,,,
PALI,8200806001,2015-16,"G.U.P.S.,  ",SUMERPUR,"POMAVA,GGUPS",MORADU,Rajasthan,306901,,,,,,,
PALI,8200806104,2015-16,"G.U.P.S.,  ROOP NAGAR ",SUMERPUR,"NOVI,GUPS RUPNAGAR",NOVI,Rajasthan,306901,,,,,,,
PALI,8200806109,2015-16,SARASWATI ,SUMERPUR,"NOVI,GUPS RUPNAGAR",NOVI,Rajasthan,306901,,ChIJbz_7se_xaTkRKO0DGek23YQ,,,,,
PALI,8200905806,2015-16,SWAMI VIVEKANAND PEC ,BALI,"BHATUND , GGUPS ",BHATUND,Rajasthan,306707,,,,,,,
AJMER,8210413302,2015-16,S.P. GANDHI U.P.S. PUSHKAR,PEESANGAN,PUSHKAR GUPS 0412901,NP_PUSHKAR_WARD NO.11,Rajasthan,305022,,,,,,,
AJMER,8210413303,2015-16,SHANTI PUSKAR NARAYAN MEMORIAL,PEESANGAN,PUSHKAR GUPS 0412901,NP_PUSHKAR_WARD NO.11,Rajasthan,305022,,,,,,,
AJMER,8210413401,2015-16,PARASHAR SHIKSHA NIKETAN SEC.SCH.,PEESANGAN,PUSHKAR GUPS 0412901,NP_PUSHKAR_WARD NO.10,Rajasthan,305022,,,,,,,
RAJSAMAND,8250402401,2015-16,SHIKSA KARMI UPS.,KUMBHALGARH,"BARA, G.U.P.S. SKS AANTRI",BARAN,Rajasthan,313325,,,,,,,
RAJSAMAND,8250402402,2015-16,"GOVT.PS, SOLANKIYO KA GUDHA",KUMBHALGARH,"BARA, G.U.P.S. SKS AANTRI",BARAN,Rajasthan,313325,,,,,,,
RAJSAMAND,8250402404,2015-16,"MAA KARNI VIDHIYA MANDIR, ",KUMBHALGARH,"BARA, G.U.P.S. SKS AANTRI",BARAN,Rajasthan,313325,,,,,,,
RAJSAMAND,8250402505,2015-16,"GOVT.ADRAS SR.SEC.SCHOOL, ",KUMBHALGARH,"DEVDO KI BHAGAL, G.U.P.S.",KANUJA,Rajasthan,313325,,,,,,,
CHURU,8040101105,2015-16,SARVODYA UPS DHIRVAS BADA,TARANAGAR,DHEERWASBADA_GGUPS,DHEERWAS BARA,Rajasthan,331302,,,,,,,
CHURU,8040101106,2015-16,SHREE BARAT PUB.S. DHIRVAS BADA,TARANAGAR,DHEERWASBADA_GGUPS,DHEERWAS BARA,Rajasthan,331302,,,,,,,
CHURU,8040111001,2015-16,GGUPS ,TARANAGAR,"HADIYAL,GGUPS",HADIYAL,Rajasthan,331029,,ChIJPctU__GYFDkRblHH08jWWY4,,,,,
