City,SCHOOL_CODE,AC_YEAR,Name,Locality,Street Address,VILLAGE_NAME,State,Pincode,Place Id,Place Id Filter,h_place_id,h_name,h_category,h_col,h_word
CHURU,8040111002,2015-16,GSSS ,TARANAGAR,"HADIYAL,GGUPS",HADIYAL,Rajasthan,331029,,,,,,,
GANGANAGAR,8010528507,2015-16,GOVT.PRIMARY SCH. WN. 8 SVNR,VIJAYNAGAR,GUPS SRI VIJAY NAGAR,NP VIJAYNAGAR_WARD 8,Rajasthan,335704,,,,,,,
GANGANAGAR,8010514702,2015-16,"GOVT.SEN.SEC.SCH., ",VIJAYNAGAR,GOVT.SR.SEC.SCH(BOYS). SVNR,42 GB,Rajasthan,335704,,,,,,,
GANGANAGAR,8010918102,2015-16,GOVT.PRIMARY SCH. ,ANOOPGARH,GUPS 68/2 GB ,71 GB MOGHI,Rajasthan,335701,,,,,,,
GANGANAGAR,8010918201,2015-16,GOVT.PRIMARY SCH. ,ANOOPGARH,GUPS 1 UDM,4 RTM,Rajasthan,335701,,,,,,,
UDAIPUR,8260120003,2015-16,G.P.S.KATHODI COLONY,GOGUNDA,G.P.S.(BAYANA),PADAVALI KALA,Rajasthan,313906,,,,,,,
UDAIPUR,8260306504,2015-16,G.S.SEC.S.VEERDHOLIYA,MAVLI,G.U.P.S.(PALVAS KALA),VIRDHOLIYA,Rajasthan,313201,,,,,,,
UDAIPUR,8260308507,2015-16,VIJAY ACADAMY UPS GUDLI,MAVLI,G.G.U.P.S.(GUDALI),GUDALI1,Rajasthan,313024,,,,,,,
UDAIPUR,8260308508,2015-16,G.P.S.BOYADA GAYARI BASTI GUDLI,MAVLI,G.G.U.P.S.(GUDALI),GUDALI1,Rajasthan,313203,,,,,,,
GANGANAGAR,8010803502,2015-16,"GOVT.SEN.SEC.SCH, NIRWANA",SURATGARH,G.S.S.S. SURATGARH,3 NRD (A),Rajasthan,335804,,,,,,,
HANUMANGARH,8020216301,2015-16,GPS ,NOHAR,GMS SURPURA,JORAWARPURA,Rajasthan,335523,,,,,,,
HANUMANGARH,8020216401,2015-16,GGSS ,NOHAR,DALPATPURA,DALPATPURA,Rajasthan,335523,,,,,,,
HANUMANGARH,8020402801,2015-16,GPS ,RAWATSAR,GMS 16 DWD (4DWM),7 DWM,Rajasthan,335524,,,,,,,
GANGANAGAR,8010666801,2015-16,GOVT.SS RAWLA MANDI,GHARASANA,"GOVT. SEN.SEC.SCH, GHARASANA",8 PSD A,Rajasthan,335707,,,,,,,
GANGANAGAR,8010667001,2015-16,"GOVT.PRIMARY SCH.,2DOL",GHARASANA,GUPS RAWLAMANDI,2 DOL,Rajasthan,335707,,,,,,,
GANGANAGAR,8010667201,2015-16,"GOVT.PRIMARY SCH.,",GHARASANA,GUPS 2 PM II A,6 PSD B,Rajasthan,335707,,,,,,,
GANGANAGAR,8010668601,2015-16,"GOVT.PRIMARY SCHOOL.,2 RJM",GHARASANA,GPS 10 RJD,2-3 RJM,Rajasthan,335707,,,,,,,
GANGANAGAR,8010124902,2015-16,"GOVT. PRIMARY SCH, ",SRI GANGANAGAR,GUPS 23 GG,23 GG,Rajasthan,335022,,,,,,,
GANGANAGAR,8010129801,2015-16,"GOVT. GIRLL UPPER PRIMARY SCH, NO. 4 ANUPAM DHINGRA",SRI GANGANAGAR,GUPS NO. 2 SGNR,NP GANGANAGAR_WARD 15,Rajasthan,335001,,,,,,,
GANGANAGAR,8010852305,2015-16,PVT.LAKSHYA CENTRAL ACADEMY,SURATGARH,GUPS 2  PPM,SARDARPURA LADANA,Rajasthan,335804,,,,,,,
UDAIPUR,8260300104,2015-16,G.U.P.S.,MAVLI,G.U.P.S.(MAVLI),MAVLI,Rajasthan,313203,,ChIJ8WDLXzn6azkRyQ3rD2XQxS0,,,,,
UDAIPUR,8260621803,2015-16,G.P.S.S.K.S.NADIYA,KOTRA,G.P.S.(SEMLA THALA),MALVA KA CHORA,Rajasthan,313708,,,,,,,
UDAIPUR,8260621805,2015-16,G.S.SEC.S.,KOTRA,G.P.S.(SEMLA THALA),MALVA KA CHORA,Rajasthan,313708,,,,,,,
UDAIPUR,8260621901,2015-16,G.P.S.SEMLA THALA,KOTRA,G.P.S.(SEMLA THALA),SEMLATELA,Rajasthan,313708,,,,,,,
UDAIPUR,8260708301,2015-16,G.P.S.,JHADOL (PH),G.G.U.P.S.(MAGVAS),DHIKLIYA,Rajasthan,313702,,,,,,,
CHURU,8040402604,2015-16,RAJSTHAN PUBLIC SCHOOL JASRASAR,CHURU,"JASARASAR, GGUPS JASRASAR",JASARASAR 2,Rajasthan,331023,,,,,,,
CHURU,8040402606,2015-16,GSSS JASRASAR,CHURU,"JASARASAR, GGUPS JASRASAR",JASARASAR 2,Rajasthan,331001,,,,,,,
CHURU,8040402607,2015-16,SHRI KRISHANA BAL UPS JASRASAR,CHURU,"JASARASAR, GGUPS JASRASAR",JASARASAR 2,Rajasthan,331001,,,,,,,
CHURU,8040402701,2015-16,GSS SANSKRIT RAMPURA BAS JASRASAR,CHURU,"JASARASAR, GGUPS JASRASAR",RAMPURA BASS ,Rajasthan,331023,,,,,,,
PALI,8200905704,2015-16,G.P.S. VEER HANUMAN ,BALI,"BIJAPUR, GUPS ASPATAL ROAD",KUNDAL,Rajasthan,306707,,,,,,,
PALI,8200905705,2015-16,G.P.S. KHUNI ,BALI,"BIJAPUR, GUPS ASPATAL ROAD",KUNDAL,Rajasthan,306707,,,,,,,
PALI,8200911701,2015-16,THE FABINDIA SCHOOL BALI,BALI,BALI .G.S.S.SCHOOL BALI ,NP BALI _ WARD NO. 2,Rajasthan,306701,ChIJhbS_QqiQQjkRWSkcRZ3-GBc,ChIJhbS_QqiQQjkRWSkcRZ3-GBc,,,,,
PALI,8200911801,2015-16,G.U.P.S. NO. 2 BALI,BALI,"BALI,GUPS2",NP BALI _ WARD NO. 3,Rajasthan,306701,ChIJx1vG5gyaQjkRCZyq5eK63Jw,ChIJx1vG5gyaQjkRCZyq5eK63Jw,,,,,
AJMER,8210521009,2015-16,GREAT GENIUS U.P.S. GANESHPURA,JAWAJA,GANESHPURA GUPS 0502808,NP_BEAWAR_WARD NO.38,Rajasthan,305901,,,,,,,
AJMER,8210521010,2015-16,BHAWANI PUB.SEC.SCH. BEAWAR,JAWAJA,SEDRIYA GUPS 0520602,NP_BEAWAR_WARD NO.38,Rajasthan,305901,,,,,,,
AJMER,8210521011,2015-16,SHARDA .U.P.SCHOOL BEAWAR,JAWAJA,SEDRIYA GUPS 0520602,NP_BEAWAR_WARD NO.38,Rajasthan,305901,,,,,,,
AJMER,8210521102,2015-16,A.V.M.GIRLS SEC SCH UDAI.RD.BEAWAR,JAWAJA,KRISHNA COLONY GUPS 0520801,NP_BEAWAR_WARD NO.37,Rajasthan,305901,,,,,,,
RAJSAMAND,8250413101,2015-16,"GOVT. PS, ",KUMBHALGARH,"BAGUNDA, G.U.P.S",UPLA GHATRA,Rajasthan,313333,,,,,,,
RAJSAMAND,8250505104,2015-16,"GOVT. PS, CHAPAR ",KHAMNOR,"GUDLA, GUPS,",DHAYLA,Rajasthan,313301,,,,,,,
RAJSAMAND,8250505107,2015-16,"GOVT. PS, NALA BHIL BASTI ",KHAMNOR,"GUDLA, GUPS,",DHAYLA,Rajasthan,313301,,,,,,,
RAJSAMAND,8250505108,2015-16,ADARSH ACDAMY PS DHANYALA,KHAMNOR,"GUDLA, GUPS,",DHAYLA,Rajasthan,313301,,,,,,,
PRATAPGARH (RAJ.),8331408302,2015-16,MAA BADI K. KARTODA MAJRA,ARNOD,GUPS NANDIKHEDA,NANDI KHEDA,Rajasthan,312619,,,,,,,
PRATAPGARH (RAJ.),8331324501,2015-16,G.UPS ,PRATAPGARH,"GPS, AMLAVAD",BAMOTAR,Rajasthan,312616,,,,,,,
PRATAPGARH (RAJ.),8331324601,2015-16,G.U.P.S. ,PRATAPGARH,"GPS, AMLAVAD",DHAMLIYA,Rajasthan,312605,,,,,,,
PRATAPGARH (RAJ.),8331324701,2015-16,G.UPS KHADIYAKHEDI,PRATAPGARH,"GPS, AMLAVAD",KHADIYA KHEDI,Rajasthan,312605,,,,,,,
PRATAPGARH (RAJ.),8331324803,2015-16,G.U-P.S.DHAVDA,PRATAPGARH,"GUPS, DHAWDA",JAULAR,Rajasthan,312605,,,,,,,
PALI,8200806501,2015-16,"G.U.P.S.,  RAMNAGAR",SUMERPUR,"SONPURA, GUPS",RAM NAGAR,Rajasthan,306902,,,,,,,
PALI,8200808903,2015-16,FATHER'S CHILDREN SCHOOL UPS SUMERPUR,SUMERPUR,"SUMERPUR,GUPS NO.1 ",NP SUMERPUR_WARD NO. 20,Rajasthan,306902,,,,,,,
PALI,8200405001,2015-16,"G.U.P.S.,  ",ROHAT,"BINJA, GUPS",UNDRA,Rajasthan,306421,,,,,,,
PALI,8200405201,2015-16,"G.U.P.S.,  ",ROHAT,"SIRANA, GGUPS",SIRANA,Rajasthan,306421,,,,,,,
AJMER,8210413501,2015-16,GAYTRI BAL VIDHYA MANDIR UPS PUSHKAR,PEESANGAN,PUSHKAR GUPS 0412901,NP_PUSHKAR_WARD NO.9,Rajasthan,305022,,,,,,,
AJMER,8210413502,2015-16,G.K.U.P.S. PUSHKAR,PEESANGAN,PUSHKAR GUPS 0412901,NP_PUSHKAR_WARD NO.9,Rajasthan,305022,,,,,,,
AJMER,8210413503,2015-16,G.SR.SEC. SCHOOL PUSHKAR,PEESANGAN,PUSHKAR GUPS 0412901,NP_PUSHKAR_WARD NO.9,Rajasthan,305022,,,,,,,
RAJSAMAND,8250504703,2015-16,"GOVT. UPS, EKPANIYA KI  BHAGAL",KHAMNOR,"SISODA KURDA, GUPS",KUNTHVA,Rajasthan,313301,,,,,,,
RAJSAMAND,8250402602,2015-16,"GOVT.PS,  BRAHMNO KI BHAGAL",KUMBHALGARH,"DEVDO KI BHAGAL, G.U.P.S.",RAMAVTO KI BHAGAL,Rajasthan,313325,,,,,,,
