City,SCHOOL_CODE,AC_YEAR,Name,Locality,Street Address,VILLAGE_NAME,State,Pincode,Place Id,Place Id Filter,j1_place_id,h_category,h_word
ALLAHABAD,9452008202,2015-16,K.G.B.V. HANDIA,HANDIA,ASHWO DAUD PUR,VIJHOULI,Uttar Pradesh,221502,,,,,
SIDDHARTHNAGAR,9540810101,2015-16,P.S.,DUMARIYAGANJ,KADIRABAD,REHARA,Uttar Pradesh,272189,,,,,
SIDDHARTHNAGAR,9540310102,2015-16,SARSVATI SHISHU MANDIR BANSI,BANSI,NAGAR PALIKA BANSI,AKABAR NAGAR-T.A.,Uttar Pradesh,272153,ChIJId6URInXljkROO6Q-RmHXAw,ChIJId6URInXljkROO6Q-RmHXAw,,,
SIDDHARTHNAGAR,9540310201,2015-16,KISAN ADARSH LAGHU M.V.,BANSI,CHETIYA,NIHALAVA,Uttar Pradesh,272153,,,,,
SIDDHARTHNAGAR,9540310202,2015-16,P.S. ,BANSI,CHETIYA,NIHALAVA,Uttar Pradesh,272153,,,,,
VARANASI,9670202801,2015-16,PS ,BARAGAON,BARA GAON,FATTEY PUR,Uttar Pradesh,221204,,,,,
VARANASI,9670202802,2015-16,PS ,BARAGAON,TARI,FATTEY PUR,Uttar Pradesh,221207,,,,,
VARANASI,9670202901,2015-16,PS ,BARAGAON,BARA GAON,KAVI RAM PUR,Uttar Pradesh,221204,,,,,
VARANASI,9670203001,2015-16,PS ,BARAGAON,BARA GAON,ITAHAN,Uttar Pradesh,221204,,,,,
VARANASI,9670319901,2015-16,PS ,HARHUA,SHIV RAM PUR,SHIV RAM PUR,Uttar Pradesh,221202,,,,,
VARANASI,9670703101,2015-16,PS ,CHIRAIGAON,JALHUPUR,PHOOLPUR,Uttar Pradesh,221104,,,,,
VARANASI,9670703201,2015-16,PS ,CHIRAIGAON,MUSTFA BAD,MUSTFA BAD,Uttar Pradesh,221104,,,,,
VARANASI,9670817001,2015-16,PS ,PINDRA,RASUL PUR,KRISHNAPUR KHURD,Uttar Pradesh,221204,,,,,
VARANASI,9670703301,2015-16,PS MUSTFA BAD (II),CHIRAIGAON,MUSTFA BAD,MUSTFA  BAD,Uttar Pradesh,221104,,,,,
VARANASI,9670900121,2015-16,PS STANDERD PUBLIC SCHOOL CHETGANJ,NAGAR NIGAM,CHETGANJ,CHETGANJ--- 34,Uttar Pradesh,221001,,,,,
ALLAHABAD,9451704601,2015-16,PS ,HOLAGARH,HANS RAJ PUR,JALIYA SAI,Uttar Pradesh,212503,,,,,
ALLAHABAD,9451704701,2015-16,PS ,HOLAGARH,RAIYA,BALAYIE MAU,Uttar Pradesh,212502,,,,,
ALLAHABAD,9451704702,2015-16,U.P.S.,HOLAGARH,RAIYA,BALAYIE MAU,Uttar Pradesh,212502,,,,,
SIDDHARTHNAGAR,9540105802,2015-16,P.S. ,BARHANI,BOHALI,BASANTPUR,Uttar Pradesh,272201,,,,,
SIDDHARTHNAGAR,9540104503,2015-16,MADARSA ,BARHANI,SISAVA,GANESHPUR,Uttar Pradesh,272205,,ChIJp5EEndROlzkRjdVTikTjbbE,,,
SIDDHARTHNAGAR,9540104103,2015-16,P.S. ,BARHANI,RERAVARIA,MANPUR,Uttar Pradesh,272201,,,,,
SIDDHARTHNAGAR,9540104201,2015-16,P.S. ROINIHAVA,BARHANI,RERAVARIA,DHORAHI-ROINIHAVA,Uttar Pradesh,272201,,,,,
SIDDHARTHNAGAR,9540104301,2015-16,P.S. ,BARHANI,RERAVARIA,BARAGADAVA KHURD,Uttar Pradesh,272201,,,,,
VARANASI,9670202102,2015-16,PS SRI RAJENDRA PD SHIKHSAN SA,BARAGAON,KUAAR,HAMEERA PUR,Uttar Pradesh,221204,,,,,
VARANASI,9670111101,2015-16,PS KHULASHPUR,KASHIVIDYAPEETH,KHULAS PUR,KHULASH PUR,Uttar Pradesh,221107,,,,,
VARANASI,9670111201,2015-16,PS+UPS GANDHI MEMORAIL SCHOOL,KASHIVIDYAPEETH,ADITYA NAGAR,KARAUDI,Uttar Pradesh,221005,,,,,
VARANASI,9670111401,2015-16,PS+UPS JAWAHAR ADARS VIDYALAY,KASHIVIDYAPEETH,ADITYA NAGAR,SUSAWAHI,Uttar Pradesh,221005,,,,,
VARANASI,9670111402,2015-16,PS KARMANVEER SCHOOL,KASHIVIDYAPEETH,ADITYA NAGAR,SUSAWAHI,Uttar Pradesh,221005,,,,,
VARANASI,9670525201,2015-16,PS ,ARAJILINES,SUIECHAK,AAHOPUR,Uttar Pradesh,221302,,,,,
VARANASI,9670525002,2015-16,PS SAVITRI SHIKSHAN SANSTHAN JOGAPUR,ARAJILINES,MAHGAW,JOGA PUR,Uttar Pradesh,221311,,,,,
VARANASI,9670523501,2015-16,SRI HANUMAT SANSKRIT. M. V.  HATHI BARANI,ARAJILINES,BASANT PUR,GAHAR PUR,Uttar Pradesh,221405,,,,,
VARANASI,9670510002,2015-16,SRI LANGOTIYA HANUMAN SANSKRI.V. JANSA,ARAJILINES,BASANT PUR,DEENDAS PUR,Uttar Pradesh,221405,,,,,
MAU,9620502203,2015-16,MAULANA ABBUKAR AAM AZAD GIRLS HIGH SCHOOL ,GHOSI,MALAW,RAGHAULI,Uttar Pradesh,261121,,,,,
MAU,9620502603,2015-16,GRAMIN BALIKA HSS RASDI,GHOSI,NADWAL,RASDI CHAKRAM,Uttar Pradesh,261121,,,,,
MAU,9620500109,2015-16,HARIJAN PS NEHRUNAGAR MUNMAS,GHOSI,KARHAN,MUNGESHAR,Uttar Pradesh,252421,,,,,
MAU,9620500110,2015-16,AMBEY VIDYALAYA GOPALPUR GHOSI,GHOSI,KARHAN,MUNGESHAR,Uttar Pradesh,252421,,,,,
MAU,9620704802,2015-16,PS SANT RAVI DASH,BADRAW,KATHIHARI,PUNAPAR,Uttar Pradesh,261131,,,,,
MAU,9620704803,2015-16,JHS MAHRADA PARTAP ,BADRAW,KATHIHARI,PUNAPAR,Uttar Pradesh,276124,,,,,
MAU,9620704804,2015-16,UPS ,BADRAW,KATHIHARI,PUNAPAR,Uttar Pradesh,276124,,,,,
MAU,9620704901,2015-16,P S CHNDRAPAR,BADRAW,KATHIHARI,CHANDRAPAR,Uttar Pradesh,261131,,,,,
SONBHADRA,9700504506,2015-16,SANGAM INTER COLLEGE RAMGADH,CHATRA,RAMGADH (CHATRA),RAMGARH,Uttar Pradesh,231213,,,,,
SONBHADRA,9700504507,2015-16,K.G.B.V. CHATRA,CHATRA,RAMGADH (CHATRA),RAMGARH,Uttar Pradesh,231213,,,,,
SONBHADRA,9700504508,2015-16,PUBLIC CONVENT SCHOOL ,CHATRA,RAMGADH (CHATRA),RAMGARH,Uttar Pradesh,231213,,,,,
ALLAHABAD,9452006802,2015-16,RAMASHRAY  VIDHYA MANDIR,HANDIA,BARAUT,RAM NAGAR,Uttar Pradesh,221502,,,,,
SHRAWASTI,9510300301,2015-16,P.S.,IKAUNA,IKAUNA,MAJHAUWA,Uttar Pradesh,271845,,,,,
SHRAWASTI,9510300401,2015-16,P.S.BHAGWANPUR,IKAUNA,IKAUNA,BHAGWAN PUR,Uttar Pradesh,271845,,,,,
SHRAWASTI,9510612601,2015-16,P.S. SONPUR SUIYA,SIRSIYA,PARSOHNA,BHAINSAHI,Uttar Pradesh,271840,,,,,
SHRAWASTI,9510613001,2015-16,P.S. JUDEY PURWA,SIRSIYA,DURGAPUR,MADHWAPUR,Uttar Pradesh,271831,,,,,
SHRAWASTI,9510613002,2015-16,U.P.S. JUDEY PURWA,SIRSIYA,DURGAPUR,MADHWAPUR,Uttar Pradesh,271840,,,,,
MAU,9620101901,2015-16,P S ,RATANPURA,BILAUJHA,BADAGANW,Uttar Pradesh,261301,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620101902,2015-16,U P S BADAGAON,RATANPURA,BILAUJHA,BADAGANW,Uttar Pradesh,261301,,,,,
MAU,9620101903,2015-16,PS BADHIYA,RATANPURA,RATANPURA,BADAGANW,Uttar Pradesh,221706,,,,,
MAU,9620102001,2015-16,P S ,RATANPURA,BILAUJHA,BIBHAULI,Uttar Pradesh,261301,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620102101,2015-16,P S ,RATANPURA,BILAUJHA,SEMRAJPUR,Uttar Pradesh,221706,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9621004213,2015-16,UPS TAJOPUR,NAGAR KSHETRA MAU,MADRASA EMAN NISWA,WARD NO. 1,Uttar Pradesh,275101,,,,,
MAU,9621004214,2015-16,UPS PARDOHO,NAGAR KSHETRA MAU,J.M.O.N.J.H.S.,WARD NO. 1,Uttar Pradesh,275101,,,,,
MAU,9621005207,2015-16,UPS BHATKUA PATTI,NAGAR KSHETRA MAU,J.M.O.N.J.H.S.,WARD NO. 11,Uttar Pradesh,252421,,,,,
MAU,9621005208,2015-16,PS BAKHTAWARGANJ,NAGAR KSHETRA MAU,V.S.S. RAMPUR CHAKIYA,WARD NO. 11,Uttar Pradesh,252421,,,,,
SONBHADRA,9700416801,2015-16,P.S.,GHORAWAL,DOMKHARI,LILWAHI,Uttar Pradesh,231210,,,,,
SONBHADRA,9700416901,2015-16,P.S.,GHORAWAL,OBRADEEH,KUSINISPH,Uttar Pradesh,231215,,,,,
SONBHADRA,9700417001,2015-16,P.S.,GHORAWAL,PURKHAS,BAHORIKA,Uttar Pradesh,231001,,,,,
SONBHADRA,9700417101,2015-16,P.S.LASADIKALA,GHORAWAL,INAM,LASNIKALA,Uttar Pradesh,231215,,,,,
SHRAWASTI,9510305602,2015-16,P.M.S.TILAKPUR CHAUKI,IKAUNA,RAMWAPUR,TILAK PUR,Uttar Pradesh,271845,,,,,
SHRAWASTI,9510305604,2015-16,PS CHATIPURWA,IKAUNA,RAMWAPUR,TILAK PUR,Uttar Pradesh,271845,,,,,
SHRAWASTI,9510305701,2015-16,P.S.,IKAUNA,RAMWAPUR,SHIVPUR BANKAT,Uttar Pradesh,271202,,,,,
SHRAWASTI,9510305702,2015-16,U.P.S. ,IKAUNA,RAMWAPUR,SHIVPUR BANKAT,Uttar Pradesh,271845,,,,,
SHRAWASTI,9510305703,2015-16,MADARSA KHADIMUL U. B. S.P.BAN,IKAUNA,RAMWAPUR,SHIVPUR BANKAT,Uttar Pradesh,271202,,,,,
MAU,9620104707,2015-16,MAA SRASWATI INTER COLLEGE JAMALPUR BULAND,RATANPURA,JAMALPUR,JAMALPURBULAND,Uttar Pradesh,261301,,,,,
MAU,9620104805,2015-16,GOVT HSS ,RATANPURA,JAMALPUR,JAMDARA,Uttar Pradesh,261301,,,,,
MAU,9620104403,2015-16,GOVT HSS ,RATANPURA,JAMALPUR,DEVDAH,Uttar Pradesh,261301,,,,,
MAU,9620201609,2015-16,DR AMBEDKAR PS GUTMA ,MOHAMMADABAD,KARHAN,KARHAN,Uttar Pradesh,261302,,,,,
MAU,9620605203,2015-16,N & V S PRASHIKSHAN SANNSTHAN-,RANIPUR,KHIRIA,VASTI,Uttar Pradesh,261302,,,,,
MAU,9620605301,2015-16,P S ,RANIPUR,KHIRIA,MIRJAPUR,Uttar Pradesh,276129,ChIJ-dt29HlKhTkR5Q4DPcX5Xz0,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620605304,2015-16,AZAD PANDAV P S ,RANIPUR,KHIRIA,MIRJAPUR,Uttar Pradesh,261302,,,,,
MAU,9620605401,2015-16,P S BRAHMANPUR D - 1,RANIPUR,KHIRIA,BRAHMANPURA DAKSHIN,Uttar Pradesh,216129,,,,,
SONBHADRA,9700407403,2015-16,P.M.S.,GHORAWAL,AMDIH,SHIVDWAR,Uttar Pradesh,231210,,,,,
SONBHADRA,9700407404,2015-16,P.M.S. MAHDEVA,GHORAWAL,AMDIH,SHIVDWAR,Uttar Pradesh,231210,,,,,
SONBHADRA,9700416403,2015-16,D.N.S. PUBLIC SCHOOL ,GHORAWAL,DOMKHARI,KHAGIYA,Uttar Pradesh,231210,,,,,
SONBHADRA,9700416404,2015-16,P.S. GAURAWA,GHORAWAL,DOMKHARI,KHAGIYA,Uttar Pradesh,231210,,,,,
SONBHADRA,9700416501,2015-16,P.S.,GHORAWAL,DOMKHARI,DOMKHRI,Uttar Pradesh,231215,,,,,
SHRAWASTI,9510408302,2015-16,P S KORI PURWA,JAMUNHA,DHOOMBOJHI DURGA,SATRAHI,Uttar Pradesh,271840,,,,,
SHRAWASTI,9510408401,2015-16,P.S.,JAMUNHA,DHOOMBOJHI DURGA,KHALIFATPUR,Uttar Pradesh,271840,,,,,
SHRAWASTI,9510202702,2015-16,U.P.S. ,HARIHARPUR RANI,BHANGAHA,AILAHWA,Uttar Pradesh,271831,,,,,
SHRAWASTI,9510408503,2015-16,P.M.S.,JAMUNHA,GAUSPUR,GAUSPUR,Uttar Pradesh,271840,,,,,
SHRAWASTI,9510109303,2015-16,P.S.ADRAI,GILAULA,KAKANDHOO,KAKANDHOO,Uttar Pradesh,271801,,,,,
SHRAWASTI,9510109304,2015-16,P.M.S.MANIHAR TARA,GILAULA,KAKANDHOO,KAKANDHOO,Uttar Pradesh,271801,,,,,
SHRAWASTI,9510304103,2015-16,RED ROSE PUBLIC PS KAILASH NAGAR PANDIT PURWA,IKAUNA,IKAUNA,VIDUHANI,Uttar Pradesh,271835,,,,,
SHRAWASTI,9510602601,2015-16,P.S.,SIRSIYA,CHAILAHI,KUKURBHUKWA,Uttar Pradesh,271840,,,,,
MAU,9620605002,2015-16,JHS KHALILPUR,RANIPUR,KHURHAT,AKABARPUR,Uttar Pradesh,261302,,,,,
MAU,9620605101,2015-16,P S ,RANIPUR,KHIRIA,KAJHA,Uttar Pradesh,276129,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620605102,2015-16,P S ,RANIPUR,KHIRIA,KAJHA,Uttar Pradesh,261302,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620605103,2015-16,SANT S LAGHU U P S ,RANIPUR,KHIRIA,KAJHA,Uttar Pradesh,261302,,,,,
MAU,9620703308,2015-16,PS SRI INDER DEV HARI RAMPUR,BADRAW,SULTANPUR,SONHAD,Uttar Pradesh,275301,,,,,
MAU,9620703310,2015-16,PS KAREWAN SCHOOL,BADRAW,SOHAD PARANPUR,SONHAD,Uttar Pradesh,275301,,,,,
MAU,9620703501,2015-16,P S ,BADRAW,SOHAD PARANPUR,SABARHAD BIRAICHA,Uttar Pradesh,261131,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620703503,2015-16,PS SARBHAD VIDHYAPITH  MAU,BADRAW,SOHAD PARANPUR,SABARHAD BIRAICHA,Uttar Pradesh,261131,,,,,
SIDDHARTHNAGAR,9540804002,2015-16,P.S.AUSHANPUR,DUMARIYAGANJ,DUMARIYAGANJ,BEDAULA GARH,Uttar Pradesh,272189,,,,,
SIDDHARTHNAGAR,9541400106,2015-16,M.SARSVATI VIDYA MANDIR,SHOHARATGARH,GADAKUL,GARAKUL ,Uttar Pradesh,272205,,,,,
SIDDHARTHNAGAR,9540804003,2015-16,P.S.,DUMARIYAGANJ,DUMARIYAGANJ,BEDAULA GARH,Uttar Pradesh,272189,,,,,
SIDDHARTHNAGAR,9540819201,2015-16,J.H.S ,DUMARIYAGANJ,HALLAUR,PATAKHAULI,Uttar Pradesh,272189,,,,,
SHRAWASTI,9510101104,2015-16,P.M.S.PIPRA GOSAIN GILAULA,GILAULA,SUVIKHA,SUVIKHA,Uttar Pradesh,271835,,,,,
SHRAWASTI,9510101105,2015-16,P.M.S.KOTMUBARAKPUR,GILAULA,SUVIKHA,SUVIKHA,Uttar Pradesh,271835,,,,,
SHRAWASTI,9510101106,2015-16,P.M.S.RAMPUR PAIDA,GILAULA,SUVIKHA,SUVIKHA,Uttar Pradesh,271835,,,,,
VARANASI,9670302202,2015-16,UPS PRABHAWATI BALIKA JR. H. SCH.,HARHUA,BHAUMI,UNDI,Uttar Pradesh,221003,,,,,
VARANASI,9670302301,2015-16,PS ,HARHUA,BHAUMI,BHAUMI,Uttar Pradesh,221003,,,,,
VARANASI,9670605501,2015-16,PS ,CHOLAPUR,SINGHPUR,LALMAN KOT,Uttar Pradesh,221101,,,,,
MAU,9620607203,2015-16,U P S SECHUEE,RANIPUR,SECHUYEE,SACHUI BALBHADRA,Uttar Pradesh,276129,,,,,
MAU,9620607204,2015-16,SRI ST. HARIDAS P S NURPUR,RANIPUR,SECHUYEE,SACHUI BALBHADRA,Uttar Pradesh,261302,,,,,
MAU,9620607301,2015-16,P S ,RANIPUR,CHIRAIYAKOT,CHIRAIYAKOT,Uttar Pradesh,276129,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620607302,2015-16,A P SAMITI - REC,RANIPUR,CHIRAIYAKOT,CHIRAIYAKOT,Uttar Pradesh,261302,,,,,
VARANASI,9670506101,2015-16,PS ,ARAJILINES,HARDATT PUR,HARDATT PUR,Uttar Pradesh,221301,,,,,
VARANASI,9670506201,2015-16,PS ,ARAJILINES,KACHNAR,HARPUR,Uttar Pradesh,221311,,,,,
VARANASI,9670506301,2015-16,PS ,ARAJILINES,KACHNAR,KHAJURI,Uttar Pradesh,221307,,,,,
VARANASI,9670506302,2015-16,UPS CHAUDHARY CHARN SINGH KRIS,ARAJILINES,KACHNAR,KHAJURI,Uttar Pradesh,221307,,,,,
VARANASI,9670506303,2015-16,UPS ,ARAJILINES,KACHNAR,KHAJURI,Uttar Pradesh,221307,,,,,
VARANASI,9670709501,2015-16,UPS ,CHIRAIGAON,VARTHARA KALA,VARTHARA KALA,Uttar Pradesh,221111,,,,,
VARANASI,9670709601,2015-16,K. UPS ,CHIRAIGAON,VARTHARA KALA,VARTHARA KALA,Uttar Pradesh,221111,,,,,
VARANASI,9670709701,2015-16,UPS GOBARAHA,CHIRAIGAON,GOBARAHA,GOBARAH A,Uttar Pradesh,221104,,,,,
VARANASI,9670709801,2015-16,UPS RAMCHANDI PUR,CHIRAIGAON,GOBARAHA,RAMCHANDI  PUR,Uttar Pradesh,221104,,,,,
VARANASI,9671002007,2015-16,AZAD NATIONAL U.M.V. RAMNAGAR,NAGAR PALIKA RAMNAGAR,NAGAR PALIKA PARIHSAD RAM,GOLA GHAT,Uttar Pradesh,221008,,,,,
VARANASI,9671000108,2015-16,SHREE RASHTRA BHASHA SANSTHAN RAMNAGAR VARANASI,NAGAR PALIKA RAMNAGAR,NAGAR PALIKA PARIHSAD RAM,RAMNAGAR - 1 ,Uttar Pradesh,221008,,,,,
VARANASI,9670113902,2015-16,PS BAL SHIKSHA NIKETAN ,KASHIVIDYAPEETH,SEER GOVARDHAN,SUJABAD,Uttar Pradesh,221008,,,,,
VARANASI,9670100204,2015-16,UPS ADARSH UPS ,KASHIVIDYAPEETH,MISIRPUR,PANDITPUR,Uttar Pradesh,221302,,,,,
MAU,9620602502,2015-16,P S DURJEPUR,RANIPUR,PALIGADH,PALIGARH,Uttar Pradesh,261302,,,,,
MAU,9620602503,2015-16,U P S PALIGADH,RANIPUR,PALIGADH,PALIGARH,Uttar Pradesh,276503,,,,,
MAU,9620602504,2015-16,D A V BALIKA U P S PALIGADH,RANIPUR,PALIGADH,PALIGARH,Uttar Pradesh,261302,,,,,
MAU,9620602505,2015-16,PS PAHALVAPAR,RANIPUR,KHURHAT,PALIGARH,Uttar Pradesh,276403,,,,,
SIDDHARTHNAGAR,9540303001,2015-16,P.S. ,BANSI,KOLHUI BUJURG,VIMAUVA BUJURG,Uttar Pradesh,272153,,,,,
SIDDHARTHNAGAR,9540303002,2015-16,P.M.V. ,BANSI,KOLHUI BUJURG,VIMAUVA BUJURG,Uttar Pradesh,272153,,ChIJVVVVVdIlhTkRWKQoNn94UYU,,,
SIDDHARTHNAGAR,9540303101,2015-16,P.S. DADAVAGHAT,BANSI,KOLHUI BUJURG,DANDVAGHAT,Uttar Pradesh,272153,,,,,
SIDDHARTHNAGAR,9540303102,2015-16,M.H.S.GOSWAMI TULASIDAS U.M.VI,BANSI,KOLHUI BUJURG,DANDVAGHAT,Uttar Pradesh,272154,,,,,
VARANASI,9670205502,2015-16,UPS MAD. LALMOHAMMAD SAINAB GIRLS,BARAGAON,ANEI,ANEI,Uttar Pradesh,221201,,,,,
VARANASI,9670205503,2015-16,UPS MAD. ARBIYA GAUSIYA,BARAGAON,ANEI,ANEI,Uttar Pradesh,221201,,,,,
VARANASI,9670205601,2015-16,PS ANEI (I),BARAGAON,ANEI,SONPURWAN,Uttar Pradesh,221201,,,,,
VARANASI,9670205602,2015-16,PS SONPURAWA,BARAGAON,ANEI,SONPURWAN,Uttar Pradesh,221201,,,,,
VARANASI,9670607001,2015-16,PS ,CHOLAPUR,RAJWARI,BHAGAWAN PUR,Uttar Pradesh,221113,,,,,
VARANASI,9670607101,2015-16,PS ,CHOLAPUR,RAJWARI,DUDHAVA,Uttar Pradesh,221166,,,,,
VARANASI,9670607201,2015-16,PS ,CHOLAPUR,RAJWARI,KAITHY ,Uttar Pradesh,221116,,,,,
VARANASI,9670607202,2015-16,MARKANDEY U.M.V. KAITHI VARANASI,CHOLAPUR,RAJWARI,KAITHY ,Uttar Pradesh,221116,,,,,
SIDDHARTHNAGAR,9540610602,2015-16,ARBIYA RIYAJUL ULUM ASANAHRA,MITHAVAL,KAMAHARIYA BUJURG,ASANHARA,Uttar Pradesh,272153,,,,,
SIDDHARTHNAGAR,9540610701,2015-16,J.H.S. ,MITHAVAL,DARHIYA,THUMHAVA BHAIYA,Uttar Pradesh,272153,,,,,
ALLAHABAD,9452007701,2015-16,U.P.S. ,HANDIA,ARJUN PATTI,KISHUNI PUR,Uttar Pradesh,221503,,,,,
ALLAHABAD,9452007801,2015-16,P.S. ,HANDIA,BAMMAILA,DUBUKI KALA,Uttar Pradesh,221503,,,,,
ALLAHABAD,9452007802,2015-16,AGYA NATH U.P.S.,HANDIA,BAMMAILA,DUBUKI KALA,Uttar Pradesh,221503,,,,,
ALLAHABAD,9452007803,2015-16,G.P. YADAV U.P.S.,HANDIA,BAMMAILA,DUBUKI KALA,Uttar Pradesh,221503,,,,,
ALLAHABAD,9452007804,2015-16,SARVODAYA SHIKSHA SANSTHAN PS,HANDIA,BAMMAILA,DUBUKI KALA,Uttar Pradesh,221503,,,,,
ALLAHABAD,9451706801,2015-16,PS ,HOLAGARH,SERAWA,ARJUN PUR,Uttar Pradesh,229412,,,,,
ALLAHABAD,9451706802,2015-16,U.P.S.,HOLAGARH,SERAWA,ARJUN PUR,Uttar Pradesh,229412,,,,,
ALLAHABAD,9451706901,2015-16,PS ,HOLAGARH,SERAWA,SERANWA,Uttar Pradesh,229412,,,,,
ALLAHABAD,9451706902,2015-16,SWAMI V. N. S. U.P.S.,HOLAGARH,SERAWA,SERANWA,Uttar Pradesh,229412,,,,,
ALLAHABAD,9451706903,2015-16,U.P.S.,HOLAGARH,SERAWA,SERANWA,Uttar Pradesh,229412,,,,,
ALLAHABAD,9451706904,2015-16,LILAWATI VIDHYA MANDIR,HOLAGARH,SERAWA,SERANWA,Uttar Pradesh,229412,,,,,
MAU,9620704601,2015-16,P S TAKRAMPUR,BADRAW,KATHIHARI,TAKTENWA RAMPUR,Uttar Pradesh,261131,,,,,
MAU,9620704701,2015-16,P S KARAMPUR,BADRAW,BADRAOU,SARBASPUR,Uttar Pradesh,261131,,,,,
MAU,9620704702,2015-16,P S UMMARPUR,BADRAW,KATHIHARI,SARBASPUR,Uttar Pradesh,276124,,,,,
MAU,9620806708,2015-16,H MISHRIT P S KHAIRA DEWARA,FATEHPUR MANDAON,DUWARI,DUBARI,Uttar Pradesh,261135,,,,,
MAU,9620806709,2015-16,DEWAKI NANADAN MODERN CHILDREN,FATEHPUR MANDAON,DUWARI,DUBARI,Uttar Pradesh,261135,,,,,
ALLAHABAD,9451802501,2015-16,PS MADARA,KARCHHANA,BEER PUR,BADARA,Uttar Pradesh,212303,ChIJWcpv5idbhTkRXtlktHFIRD8,ChIJWcpv5idbhTkRXtlktHFIRD8,,,
ALLAHABAD,9451802601,2015-16,PS ,KARCHHANA,BEER PUR,HATHASARA,Uttar Pradesh,212303,,,,,
ALLAHABAD,9451802602,2015-16,PT. R.S. SHUKLA,KARCHHANA,BEER PUR,HATHASARA,Uttar Pradesh,212303,,,,,
ALLAHABAD,9451802701,2015-16,PS ,KARCHHANA,BEER PUR,BHAGAN PUR,Uttar Pradesh,212301,,,,,
SIDDHARTHNAGAR,9540101805,2015-16,SAWTANTRA SANGRAM SANANI U.R.S.G.C.,BARHANI,DHEBARUA,DEBARUA,Uttar Pradesh,272207,,,,,
SIDDHARTHNAGAR,9540101806,2015-16,P.S. TIRCHAHWA,BARHANI,DHEBARUA,DEBARUA,Uttar Pradesh,272201,,,,,
SIDDHARTHNAGAR,9540102101,2015-16,P.S. ,BARHANI,DHEBARUA,MANIKAURA,Uttar Pradesh,272201,,,,,
SIDDHARTHNAGAR,9540102102,2015-16,J.H.S  ,BARHANI,DHEBARUA,MANIKAURA,Uttar Pradesh,272201,,,,,
SIDDHARTHNAGAR,9540201309,2015-16,ALFALAH PUB SCH AMMARPUR BANKATWA,BIRDPUR,BARDPUR NO. 10,BARDPUR NO. 12,Uttar Pradesh,272206,,,,,
SIDDHARTHNAGAR,9540201310,2015-16,P.S. SISWA,BIRDPUR,BARDPUR NO. 10,BARDPUR NO. 12,Uttar Pradesh,272202,,,,,
SIDDHARTHNAGAR,9540201401,2015-16,SISAHANIA,BIRDPUR,BARDPUR NO. 10,BARDPUR NO. 13,Uttar Pradesh,272105,,,,,
SIDDHARTHNAGAR,9541207005,2015-16,RAJ HANS PUBLIC SCH TETARI BAZ,NAUGARH,NAGAR PALIKA NAUGARH,INDIRA NAGAR--T.A.,Uttar Pradesh,272207,,,,,
ALLAHABAD,9450303702,2015-16,P.S. ,JASARA,KANTI,TIKARI TA KANJASHA,Uttar Pradesh,212107,,,,,
ALLAHABAD,9450303801,2015-16,PS ,JASARA,KANTI,SANDAWA KHURD,Uttar Pradesh,212107,,,,,
ALLAHABAD,9450406101,2015-16,PS ,PRATAP PUR,NEDULA,KHAKHAOCHA,Uttar Pradesh,212405,,,,,
ALLAHABAD,9450406201,2015-16,PS ,PRATAP PUR,NEDULA,BAJATI,Uttar Pradesh,212401,,,,,
ALLAHABAD,9450406801,2015-16,PS SHIV KA PUR,PRATAP PUR,NEDULA,SHIV KA PURA,Uttar Pradesh,212405,,,,,
ALLAHABAD,9450406901,2015-16,PS ,PRATAP PUR,JANGHAYIE,PILKHINI,Uttar Pradesh,212401,,,,,
ALLAHABAD,9450406902,2015-16,P.S. NAYA PURA,PRATAP PUR,JANGHAYIE,PILKHINI,Uttar Pradesh,212401,,,,,
ALLAHABAD,9451606201,2015-16,PS ,MANDA,MANJHIGANWA,POORA LAKCHAN,Uttar Pradesh,212306,,,,,
VARANASI,9670101701,2015-16,PS ,KASHIVIDYAPEETH,ADITYA NAGAR,JANGAM PUR,Uttar Pradesh,221004,,,,,
VARANASI,9670101801,2015-16,PS AKHARI,KASHIVIDYAPEETH,ADITYA NAGAR,AKHARIE,Uttar Pradesh,221005,,,,,
VARANASI,9670101802,2015-16,UPS AKHARI,KASHIVIDYAPEETH,ADITYA NAGAR,AKHARIE,Uttar Pradesh,221005,,,,,
VARANASI,9670101901,2015-16,PS ,KASHIVIDYAPEETH,ALAUDDEEN PUR,UCH GAWN,Uttar Pradesh,221107,,,,,
VARANASI,9670205803,2015-16,UPS BHAGIRATHI VIDYA MANDIR,BARAGAON,KURI,CHILBILA,Uttar Pradesh,221204,,,,,
VARANASI,9670205901,2015-16,PS ,BARAGAON,KURI,KANIAR,Uttar Pradesh,221204,,,,,
VARANASI,9670206001,2015-16,PS ,BARAGAON,KURI,KUMBHA PUR,Uttar Pradesh,221204,,,,,
