City,SCHOOL_CODE,AC_YEAR,Name,Locality,Street Address,VILLAGE_NAME,State,Pincode,Place Id,Place Id Filter,j1_place_id,h_category,h_word
VARANASI,9670206101,2015-16,PS ,BARAGAON,VAULIA,VAULIA,Uttar Pradesh,221201,,,,,
VARANASI,9670206502,2015-16,UPS ,BARAGAON,VAULIA,KURU,Uttar Pradesh,221201,,,,,
VARANASI,9670206503,2015-16,UPS SRI NANDAN BRAHM PURV MADH,BARAGAON,VAULIA,KURU,Uttar Pradesh,221201,,,,,
VARANASI,9670206601,2015-16,PS ,BARAGAON,VAULIA,KOTHAIE,Uttar Pradesh,221201,,,,,
VARANASI,9670304803,2015-16,PS RAJARAM KANYA PS BHATAULI,HARHUA,SARAI KAJI,BHATHULEE,Uttar Pradesh,221105,,,,,
VARANASI,9670304901,2015-16,PS ,HARHUA,AYER,PUARI KALA,Uttar Pradesh,221202,,,,,
VARANASI,9670305302,2015-16,PS BAL SEWAK KUNJ MONTESARY,HARHUA,AYER,AURA,Uttar Pradesh,221202,,,,,
VARANASI,9670305303,2015-16,UPS BAL SEWAK KUNJ MON. SCHOOL,HARHUA,AYER,AURA,Uttar Pradesh,221302,,,,,
VARANASI,9670305401,2015-16,PS AYER,HARHUA,AYER,AYER-,Uttar Pradesh,221210,,,,,
VARANASI,9670305403,2015-16,SHANTI SHIKSHA NIKETAN INTER COLLEGE AYER,HARHUA,AYER,AYER-,Uttar Pradesh,221210,ChIJ4fO8p7orjjkR3sgsxaMogLE,ChIJ4fO8p7orjjkR3sgsxaMogLE,,,
VARANASI,9670407001,2015-16,PS ,SEWAPURI,DEYEEPUR,KHEMA PUR,Uttar Pradesh,221307,,,,,
VARANASI,9670407002,2015-16,UPS ,SEWAPURI,DEYEEPUR,KHEMA PUR,Uttar Pradesh,221307,,,,,
VARANASI,9670407101,2015-16,PS ,SEWAPURI,THATARA,GURIYA,Uttar Pradesh,221307,,,,,
VARANASI,9670407102,2015-16,UPS ,SEWAPURI,THATARA,GURIYA,Uttar Pradesh,221213,,,,,
VARANASI,9670507701,2015-16,PS ,ARAJILINES,KASHIPUR,GANGPUR,Uttar Pradesh,221311,,,,,
VARANASI,9670507702,2015-16,UPS ,ARAJILINES,KASHIPUR,GANGPUR,Uttar Pradesh,221311,,,,,
VARANASI,9670507801,2015-16,PS ,ARAJILINES,KASHIPUR,DHOLAPUR,Uttar Pradesh,221311,,,,,
VARANASI,9670507802,2015-16,UPS ,ARAJILINES,KASHIPUR,DHOLAPUR,Uttar Pradesh,221311,,,,,
VARANASI,9670508601,2015-16,PS ,ARAJILINES,JAKKHINI,NARSARA,Uttar Pradesh,221305,,,,,
VARANASI,9670508701,2015-16,PS ,ARAJILINES,JAKKHINI,JAYAPUR,Uttar Pradesh,221305,,,,,
VARANASI,9670508801,2015-16,PS ,ARAJILINES,JAKKHINI,PACHAIE,Uttar Pradesh,221305,,,,,
VARANASI,9670508901,2015-16,PS ,ARAJILINES,JAKKHINI,NAROTTAM PUR,Uttar Pradesh,221305,,,,,
VARANASI,9670608602,2015-16,PS PANDIT CHAUTHI CHAUBEY,CHOLAPUR,AJAGARA,HAJIPUR,Uttar Pradesh,221101,,,,,
VARANASI,9670608603,2015-16,UPS AKHILESHWAR,CHOLAPUR,AJAGARA,HAJIPUR,Uttar Pradesh,221101,,,,,
VARANASI,9670608701,2015-16,PS ,CHOLAPUR,AJAGARA,CHAUBEY PUR KHURD,Uttar Pradesh,221101,,,,,
VARANASI,9670608801,2015-16,PS ,CHOLAPUR,AJAGARA,PARANA PATTI,Uttar Pradesh,221101,,,,,
GHAZIPUR,9651501005,2015-16,MARTINS CHILDREN ACADEMY ,MOHAMMADABAD,WARD-1,YUSUFPUR,Uttar Pradesh,233227,ChIJU94gZv4FkjkRQIJDGvXevGA,ChIJU94gZv4FkjkRQIJDGvXevGA,ChIJU94gZv4FkjkRQIJDGvXevGA,A,yusufpur
GHAZIPUR,9651501006,2015-16,MADRASA ARBIA ANSARIA ,MOHAMMADABAD,WARD-1,YUSUFPUR,Uttar Pradesh,233227,,,,,
GHAZIPUR,9651501007,2015-16,M.A.A GIRLS JHS ,MOHAMMADABAD,WARD-1,YUSUFPUR,Uttar Pradesh,233227,,,,,
GHAZIPUR,9651501008,2015-16,MATA DEV KUMARI H.S.S NIKETAN,MOHAMMADABAD,TIWARIPUR,YUSUFPUR,Uttar Pradesh,233227,,,,,
GHAZIPUR,9650220902,2015-16,DEV NATH INTER COLLEGE,MANIHARI,MASAUDPUR,KASBA KOIRI,Uttar Pradesh,275205,,,,,
GHAZIPUR,9650708103,2015-16,DAYANAND BAL M.P.S.SAIDPUR,SAIDPUR,NAGARPALIKA,N.P.SAIDPUR,Uttar Pradesh,233304,,,,,
GHAZIPUR,9650713003,2015-16,P.S. USRAHA,SAIDPUR,BHADELA,KANHAYIPUR,Uttar Pradesh,233221,,,,,
GHAZIPUR,9651213505,2015-16,LT. MOTICHAND MEMO. P.S. ,KASIMABAD,DEWALI,SANEHUA,Uttar Pradesh,275201,,,,,
ALLAHABAD,9450507703,2015-16,P.S.UNDGRENGA,MEJA,MEJA,GUANYIE GAHAR P UR,Uttar Pradesh,212304,,,,,
ALLAHABAD,9450607205,2015-16,SITA MEMORIAL PUBLIC SCHOOL,PHOOLPUR,BAGAYIE KHURD,BAGAI KHURD,Uttar Pradesh,212404,,,,,
ALLAHABAD,9450603604,2015-16,ISHLAMIA H.S.,PHOOLPUR,MAILHAN,BHAMAI HUSAM GANJ,Uttar Pradesh,212402,,,,,
ALLAHABAD,9450605303,2015-16,PREMA DEVI MEMORIAL U.M.V.,PHOOLPUR,VEER BHAN P UR,PATULKI,Uttar Pradesh,212402,,,,,
KAUSHAMBI,9440319901,2015-16,RAM SINGH RAM RANI U.M.V. ,SIRATU,SIRATHU,HAKEEM PUR ANETHA,Uttar Pradesh,212217,,,,,
KAUSHAMBI,9440319401,2015-16,J.P.SINGH U.M.V. ,SIRATU,KORRO,MAIDHAI,Uttar Pradesh,212217,,,,,
KAUSHAMBI,9440702804,2015-16,U.P.S. MAHMOODPUR MANURI,CHAYAL,MUHMMADPUR, MANAURI,Uttar Pradesh,212208,,,,,
KAUSHAMBI,9440702805,2015-16,MADAR TERESA CONVENT P.S.,CHAYAL,MUHMMADPUR, MANAURI,Uttar Pradesh,212208,,,,,
GHAZIPUR,9651201601,2015-16,P.S. ,KASIMABAD,SIDHAUT,SIDHAUT,Uttar Pradesh,233230,,,,,
GHAZIPUR,9651201602,2015-16,R.B.C.V.,KASIMABAD,SIDHAUT,SIDHAUT,Uttar Pradesh,233230,,,,,
GHAZIPUR,9651201605,2015-16,CH.M.M.BH. J.H.S. ,KASIMABAD,SIDHAUT,SIDHAUT,Uttar Pradesh,233001,,,,,
GHAZIPUR,9651201606,2015-16,CH.M.M.BH. S.N. ,KASIMABAD,SIDHAUT,SIDHAUT,Uttar Pradesh,233230,,,,,
GHAZIPUR,9650911802,2015-16,BABA RAMAJAD D.H.P.K.,ZAKHANIA,KHETABPUR,MUSTAFABAD1,Uttar Pradesh,275203,,,,,
GHAZIPUR,9650911803,2015-16,BABA JAN ALI S.P.M.BARAMPUR,ZAKHANIA,KHETABPUR,MUSTAFABAD1,Uttar Pradesh,275203,,,,,
GHAZIPUR,9650911804,2015-16,P.S. MUBARAKPUR UCHAURI,ZAKHANIA,KHETABPUR,MUSTAFABAD1,Uttar Pradesh,275203,,,,,
GHAZIPUR,9651111707,2015-16,,ZAMANIA,TAJPUR MAJHA,RAGHOPUR,Uttar Pradesh,232340,,,,,
GHAZIPUR,9651703408,2015-16,N.G.S.RAJDPUR RAUZA,NAGAR CHHETRA,NAGAR PALIKA,WARD-20-RAJDEPUR,Uttar Pradesh,233001,,,,,
GHAZIPUR,9651600120,2015-16,JIULT DAS BALIKA U.M.VIDYALAY,SADAT,SADAT,SADAT,Uttar Pradesh,275204,,,,,
GHAZIPUR,9651607101,2015-16,P.S. AAS PUR,SADAT,ARAJI KASBA-BAHERIYABAD,AASPUR,Uttar Pradesh,275208,,,,,
GHAZIPUR,9651607102,2015-16,SANTOSHI JI P.P. AASHPUR,SADAT,SADAT,AASPUR,Uttar Pradesh,270004,,,,,
ALLAHABAD,9450408601,2015-16,PS ,PRATAP PUR,ARA KHURD,ATARSUYIA,Uttar Pradesh,212402,,,,,
ALLAHABAD,9450408701,2015-16,PS ,PRATAP PUR,BARESTA KALA,BHEEM PUR,Uttar Pradesh,212405,,,,,
ALLAHABAD,9450401001,2015-16,PS ,PRATAP PUR,MOHI UDDIN PUR,ALAWAL PUR,Uttar Pradesh,212402,,,,,
ALLAHABAD,9450401101,2015-16,PS ,PRATAP PUR,MOHI UDDIN PUR,ALHA NAGARI,Uttar Pradesh,212402,,,,,
VARANASI,9670517102,2015-16,PS GAURAW NAVODAY VIDYALAY,ARAJILINES,PAYAGPUR,TODARPUR,Uttar Pradesh,221311,,,,,
VARANASI,9670517103,2015-16,GAURAW NAVODAY U.M.V. ,ARAJILINES,PAYAGPUR,TODARPUR,Uttar Pradesh,221311,,,,,
VARANASI,9670517105,2015-16,KRISHAK BALIKA VIDYALAY ,ARAJILINES,PAYAGPUR,TODARPUR,Uttar Pradesh,221311,,,,,
VARANASI,9670517106,2015-16,PS TODAR PUR (II),ARAJILINES,PAYAGPUR,TODARPUR,Uttar Pradesh,221311,,,ChIJfXQtewLNjzkRAMWAziodYMQ,A,todarpur
VARANASI,9670901937,2015-16,GOPI RADHA BALIKA I.C. RAVINDRAPURI,NAGAR NIGAM,BHELUPUR,BHELUPUR--42,Uttar Pradesh,221005,,,ChIJaYqSzfAxjjkRTb8ip7wLtmU,A,bhelupur
VARANASI,9670908518,2015-16,VALLABH VIDYAPEETH GIRLS I.C. BHAIRAVNATH,NAGAR NIGAM,KOTAWALI,KOTAWALI ,Uttar Pradesh,221001,,,,,
VARANASI,9670909633,2015-16,UPS JEEVAN JYOTI ANDH VIDYALAY,NAGAR NIGAM,SIKRAUL,SIKARAUL,Uttar Pradesh,221007,,,,,
VARANASI,9670908519,2015-16,BHARATI NIKETAN U.M.V. ISHWARGANGI,NAGAR NIGAM,KOTAWALI,KOTAWALI ,Uttar Pradesh,221001,,,,,
ALLAHABAD,9452002516,2015-16,R.M. ACADEMY P S,HANDIA,ASHWO DAUD PUR,HANDIA,Uttar Pradesh,221503,,,,,
ALLAHABAD,9452002601,2015-16,UPS GIRLS ,HANDIA,ASHWO DAUD PUR,ASHAWAN DAUD PUR,Uttar Pradesh,221503,,,,,
MAU,9620601901,2015-16,P S ,RANIPUR,PALIA,UMATI,Uttar Pradesh,261302,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620601902,2015-16,P S GOPALPUR,RANIPUR,PALIA,UMATI,Uttar Pradesh,261302,,,,,
MAU,9620602002,2015-16,P S KARPIA,RANIPUR,PALIA,TAHIRPUR,Uttar Pradesh,276403,,,,,
ALLAHABAD,9451606202,2015-16,U.P.S. PURA LAKSHAN,MANDA,MANJHIGANWA,POORA LAKCHAN,Uttar Pradesh,212103,,,,,
ALLAHABAD,9451609701,2015-16,MADARSA ISHAKIYA SHIKSHAN SANSTHAN,MANDA,MAHUWARI KALA,BADPUR..,Uttar Pradesh,212104,,,,,
ALLAHABAD,9451603104,2015-16,ZILA PANCHAYAT INTER COLLEGE,MANDA,HATA,DOHATHA,Uttar Pradesh,212303,ChIJZ3OVGZ6pmjkRGOR6Cy3tcuU,ChIJZ3OVGZ6pmjkRGOR6Cy3tcuU,,,
ALLAHABAD,9451610004,2015-16,PARAMSUKH AADIVASHI U.M.V.,MANDA,MANJHIGANWA,DHAUKHER,Uttar Pradesh,212306,,,,,
ALLAHABAD,9451608009,2015-16,MOHAMMAD YASHEEN U.M.V.,MANDA,MANDA,BHARAT GANJ,Uttar Pradesh,212104,,,,,
VARANASI,9670408803,2015-16,GOVT. HIGHSCHOOL ,SEWAPURI,DEYEEPUR,KARDHANA,Uttar Pradesh,221307,,,,,
VARANASI,9670404905,2015-16,GOVT. HIGHSCHOOL ,SEWAPURI,LERUAIE,LALPUR,Uttar Pradesh,221307,,,,,
VARANASI,9670404104,2015-16,GOVT. HIGHSCHOOL KHARAGUPUR,SEWAPURI,HATHI,KHARAGU PUR,Uttar Pradesh,221405,,,,,
VARANASI,9670800503,2015-16,UPS KASTURABA GANDI BAL. VID.,PINDRA,PINDRA,PINDARAIE,Uttar Pradesh,221206,,,,,
VARANASI,9670902302,2015-16,PS GHUREY LAL MEMORIAL SCH,NAGAR NIGAM,BHELUPUR,BHELUPUR,Uttar Pradesh,221010,,,,,
VARANASI,9670902303,2015-16,PS SUN FLOWER ACADEMY SCH.,NAGAR NIGAM,BHELUPUR,BHELUPUR,Uttar Pradesh,221010,,,,,
VARANASI,9670902304,2015-16,UPS S.F. PUBLIC SCHOOL PRAGYA NAGAR,NAGAR NIGAM,BHELUPUR,BHELUPUR,Uttar Pradesh,221005,,,,,
ALLAHABAD,9452008501,2015-16,AMAR BAHADUR BHARTIYA M.V.,HANDIA,BHITI,DILIP CHANDRA PUR,Uttar Pradesh,221502,,,,,
ALLAHABAD,9452008701,2015-16,P.S. KAZIPUR,HANDIA,JARAHI,KAZIPUR CHAK ABDULLA,Uttar Pradesh,221503,,,,,
ALLAHABAD,9452008801,2015-16,J P D P S,HANDIA,UPARDAHA,CHAKMADA..,Uttar Pradesh,221503,,,,,
ALLAHABAD,9452009001,2015-16,U.P.S. ,HANDIA,BHITI,HARCHAND PUR,Uttar Pradesh,221502,,ChIJRzWTtbz5jzkRwgF7JKBGMHY,,,
SIDDHARTHNAGAR,9540810102,2015-16,P.S. BABHNI MAFI,DUMARIYAGANJ,KADIRABAD,REHARA,Uttar Pradesh,272189,,,,,
SIDDHARTHNAGAR,9540810201,2015-16,P.S.,DUMARIYAGANJ,PIPARA RAMLAL,TELIYADIH,Uttar Pradesh,272189,,,,,
SIDDHARTHNAGAR,9540810301,2015-16,P.S.,DUMARIYAGANJ,BHARAT BHARI,TIKARIYA,Uttar Pradesh,272189,,,,,
SIDDHARTHNAGAR,9540810302,2015-16,M.I.C.MADRSA ARB.MFTAHQHUL ULU,DUMARIYAGANJ,BHARAT BHARI,TIKARIYA,Uttar Pradesh,272189,,,,,
VARANASI,9670320001,2015-16,PS DALPAT PURAWA,HARHUA,BHAITHAULI,DALPAT PURAWA (TEWAR),Uttar Pradesh,221101,,,,,
VARANASI,9670320101,2015-16,PS ,HARHUA,GOSAIE PUR (MOHAWN),BAKHARA PAR,Uttar Pradesh,221101,,,,,
VARANASI,9670320201,2015-16,PS SWAMI VIVEKANAND BAL SHIKSH,HARHUA,MURDAHAN,BHUSAULA,Uttar Pradesh,221202,,,,,
VARANASI,9670320202,2015-16,UPS SWAMI VIVEKANAND JR.H.SC.,HARHUA,MURDAHAN,BHUSAULA,Uttar Pradesh,221202,,,,,
VARANASI,9670703401,2015-16,PS ,CHIRAIGAON,MUSTFA BAD,CHANDPUR,Uttar Pradesh,221104,,,,,
VARANASI,9670703501,2015-16,PS BABHANPURA,CHIRAIGAON,MUSTFA BAD,VABHANPURA,Uttar Pradesh,221004,,,,,
VARANASI,9670703502,2015-16,PS SHANTI DEVI P S,CHIRAIGAON,MUSTFA BAD,VABHANPURA,Uttar Pradesh,221007,,,,,
VARANASI,9670703503,2015-16,UPS SARV SRI RAGHUBANSI SHIK. SAD,CHIRAIGAON,MUSTFA BAD,VABHANPURA,Uttar Pradesh,221104,,,,,
ALLAHABAD,9451704801,2015-16,PS ,HOLAGARH,RAIYA,PURSOTTAM PUR MALAKIYA,Uttar Pradesh,212502,,,,,
ALLAHABAD,9451704901,2015-16,PS BHAGAUTI PUR KHUTAHAN,HOLAGARH,RAIYA,BHAGAUTI PUR KHUTAHANA,Uttar Pradesh,212502,,,,,
ALLAHABAD,9451804401,2015-16,PS ,KARCHHANA,KHAYIE,DEWARI KALA,Uttar Pradesh,212307,,,,,
ALLAHABAD,9452008001,2015-16,P.S. CHAK MADA,HANDIA,UPARDAHA,CHAKMADA,Uttar Pradesh,221503,,,,,
SIDDHARTHNAGAR,9540104302,2015-16,J.H.S.  BARAGADAVA,BARHANI,RERAVARIA,BARAGADAVA KHURD,Uttar Pradesh,272201,,,,,
SIDDHARTHNAGAR,9540513802,2015-16,P.S. DHADHAURA,KHESARAHA,SEKHUI,RHARHAURA,Uttar Pradesh,272153,,,,,
SIDDHARTHNAGAR,9540514501,2015-16,P.S. ,KHESARAHA,MARAVATIYA BAZAR,REHARA,Uttar Pradesh,272152,,,,,
SIDDHARTHNAGAR,9540303901,2015-16,P.S. GONAHADIH,BANSI,TIVARIPUR,GONHADIH,Uttar Pradesh,272153,,,,,
VARANASI,9670111501,2015-16,PS CHAMELI BAL VIDYALAY,KASHIVIDYAPEETH,KESHARI PUR,LAKHANPUR,Uttar Pradesh,221108,,,,,
VARANASI,9670111601,2015-16,PS+UPS BAL VIDYA NIKETAN,KASHIVIDYAPEETH,KESHARI PUR,MARAULI,Uttar Pradesh,221108,,,ChIJBRI4sWIyjjkRyZGfokMLMNo,A,marauli
VARANASI,9670111602,2015-16,UPS VERTEX PUBLIC SCHOOL,KASHIVIDYAPEETH,KESHARI PUR,MARAULI,Uttar Pradesh,221108,,,,,
VARANASI,9670111603,2015-16,PS ,KASHIVIDYAPEETH,KESHARI PUR,MARAULI,Uttar Pradesh,221104,,,,,
VARANASI,9670500106,2015-16,SHRADDHA INTER COLLEGE ,ARAJILINES,KACHNAR,KACHNAR,Uttar Pradesh,221311,,,,,
VARANASI,9670600101,2015-16,PS ,CHOLAPUR,JAGADISH PUR,JAGADISH PUR,Uttar Pradesh,221208,,,,,
VARANASI,9670600102,2015-16,UPS MAA DURGESWARI DHANWANTARI,CHOLAPUR,JAGADISH PUR,JAGADISH PUR,Uttar Pradesh,221102,,,,,
VARANASI,9670600201,2015-16,PS ,CHOLAPUR,JAGADISH PUR,MAVIEA,Uttar Pradesh,221101,,,,,
MAU,9620500111,2015-16,ARDASH PS AVARNA GHOSI,GHOSI,KARHAN,MUNGESHAR,Uttar Pradesh,252421,,,,,
MAU,9620504210,2015-16,SWARASWATI VIDYA MANDIR ,GHOSI,KARHAN,MANJHWARA,Uttar Pradesh,252421,,ChIJYbO4K-Sw5zsRm6ct2tw8Lfg,,,
MAU,9620504209,2015-16,MA VAISNO P.S. ,GHOSI,KARHAN,MANJHWARA,Uttar Pradesh,252321,,,,,
MAU,9620502306,2015-16,AZAD HIND SHILA DEVI P.S. BABHNAULI SARDAMISHRA,GHOSI,KARHAN,BARAULI,Uttar Pradesh,252324,,,,,
MAU,9620705001,2015-16,P S ,BADRAW,SIPAH(BADRAOU),SIPAH,Uttar Pradesh,275303,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620705002,2015-16,U P S ,BADRAW,SIPAH(BADRAOU),SIPAH,Uttar Pradesh,261131,,,,,
MAU,9620705003,2015-16,P S ,BADRAW,SIPAH(BADRAOU),SIPAH,Uttar Pradesh,261131,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620705101,2015-16,P S MANDI,BADRAW,SIPAH(BADRAOU),MADIDULAH,Uttar Pradesh,261131,,,,,
RAE BARELI,9280810502,2015-16,PS ,KHIRON,NIHASTHA,RAMPUR,Uttar Pradesh,229505,,,ChIJefCcad7vDDkRj8rGsnaOvAo,A,rampur
ALLAHABAD,9452006901,2015-16,PS ,HANDIA,BARAUT, PURE GOBAYIE,Uttar Pradesh,221502,,,,,
ALLAHABAD,9452007001,2015-16,PS ,HANDIA,BAMMAILA,PIPARI,Uttar Pradesh,221503,,,,,
ALLAHABAD,9452007002,2015-16,U.P.S. ,HANDIA,BAMMAILA,PIPARI,Uttar Pradesh,221503,,,,,
ALLAHABAD,9451705802,2015-16,U.P.S. SARAI CHANDRA BHAN ODHA,HOLAGARH,HANS RAJ PUR,SARAYA CHANDRA BAHAN,Uttar Pradesh,212504,,,,,
VARANASI,9670109601,2015-16,UPS TIKARY,KASHIVIDYAPEETH,TIKARI,TIKARI,Uttar Pradesh,221011,,,ChIJ65RO1-FDkDkREoUNP3XNg6M,A,tikari
SHRAWASTI,9510405401,2015-16,P.S.HARDUTT NAGAR GIRANT,JAMUNHA,HARDUTTNAGAR GIRANT,HARDUTTNAGAR GIRANT,Uttar Pradesh,271875,,,,,
SHRAWASTI,9510405402,2015-16,MADARSA JAMIYA RIJWIYA,JAMUNHA,HARDUTTNAGAR GIRANT,HARDUTTNAGAR GIRANT,Uttar Pradesh,271825,,,,,
SHRAWASTI,9510105601,2015-16,P.S.,GILAULA,PAREVPUR,BHARAURA,Uttar Pradesh,271835,,,,,
SHRAWASTI,9510111702,2015-16,P.M.S.,GILAULA,RAMGARHI,RAM NAGAR,Uttar Pradesh,271835,,,,,
MAU,9620102102,2015-16,P S SAMANPURA,RATANPURA,BILAUJHA,SEMRAJPUR,Uttar Pradesh,221706,,,,,
MAU,9620102103,2015-16,P S BHIMHAR,RATANPURA,BILAUJHA,SEMRAJPUR,Uttar Pradesh,261301,,,,,
MAU,9620104105,2015-16,SAMOGAR DEVI HE SEC ARDONA,RATANPURA,RATANPURA,ARDAUNA,Uttar Pradesh,261301,,,,,
MAU,9620106704,2015-16,BABU NANADAN HR SEC GAHENA,RATANPURA,RATANPURA,GAHNA,Uttar Pradesh,261301,,,,,
MAU,9620903615,2015-16,KANAIYA LAL FULESHWER DASS HSS BADA,KOPAGANG,KOYERIAPAR,KASHARA,Uttar Pradesh,261401,,,,,
MAU,9620900112,2015-16,SANT SEWAK SEC KOPAGANJ,KOPAGANG,KOYERIAPAR,KOPAKOHANA,Uttar Pradesh,261401,,,,,
MAU,9620900903,2015-16,SWAMI RAMANAND HIG SEC SCHOOL SARWAN GODAM,KOPAGANG,SHAHROJ,SARNWA,Uttar Pradesh,261401,,,,,
MAU,9620703704,2015-16,PS JANTA PATHSHALA PITAWAL,BADRAW,SOHAD PARANPUR,PIWATAL,Uttar Pradesh,275301,,,,,
SONBHADRA,9700417102,2015-16,P.M.S. LASADI,GHORAWAL,INAM,LASNIKALA,Uttar Pradesh,251215,,,,,
SONBHADRA,9700417201,2015-16,P.S.,GHORAWAL,DOMKHARI,DHORAKUND,Uttar Pradesh,231210,,,,,
SONBHADRA,9700417301,2015-16,P.S.,GHORAWAL,SHAHGANJ,BARWA,Uttar Pradesh,231210,,,,,
SONBHADRA,9700417302,2015-16,AZMAT ALIYA COLLEGE BARAVA,GHORAWAL,SHAHGANJ,BARWA,Uttar Pradesh,231210,,,,,
SHRAWASTI,9510305801,2015-16,P.S.,IKAUNA,TANDWA MAHANTH,SITADWAR,Uttar Pradesh,271845,,,,,
SHRAWASTI,9510305802,2015-16,P.M.S.,IKAUNA,TANDWA MAHANTH,SITADWAR,Uttar Pradesh,271845,,,,,
SHRAWASTI,9510305901,2015-16,P.S.,IKAUNA,TANDWA MAHANTH,PARSAURA MAFI,Uttar Pradesh,271845,,,,,
SHRAWASTI,9510104103,2015-16,JAI GURUDEV A.B.V.M. JHS,GILAULA,LENGRI GOOLAR,GOPAL PUR,Uttar Pradesh,271831,,,,,
MAU,9620204410,2015-16,BABA SWAMI DAS PSTADWA JARGER,MOHAMMADABAD,BHUJAHI,BANIAPAR,Uttar Pradesh,261302,,,,,
MAU,9620306301,2015-16,P S SUGGICHAURA,DOHRIGHAT,BHAIROPUR,SUGGICHAURI,Uttar Pradesh,261201,,,,,
MAU,9620303303,2015-16,J P VIDYALAY - REC,DOHRIGHAT,RASULPUR,BELAULI SOMBARSA,Uttar Pradesh,261201,,,,,
MAU,9620303401,2015-16,P S ,DOHRIGHAT,RASULPUR,PATJIWA,Uttar Pradesh,273606,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620605402,2015-16,P S BRAHMANPURA U - 2,RANIPUR,KHIRIA,BRAHMANPURA DAKSHIN,Uttar Pradesh,276129,,,,,
MAU,9620605403,2015-16,U P S BRAHMANPURA,RANIPUR,KHIRIA,BRAHMANPURA DAKSHIN,Uttar Pradesh,261302,,,,,
MAU,9620605501,2015-16,P S ,RANIPUR,SARSENA,AMIRAHA,Uttar Pradesh,276129,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620605502,2015-16,U P S ,RANIPUR,SARSENA,AMIRAHA,Uttar Pradesh,276129,,,,,
MAU,9620605601,2015-16,P S ,RANIPUR,SARSENA,BAHALOLPUR,Uttar Pradesh,261302,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
SONBHADRA,9700416601,2015-16,P.S.KEVALI,GHORAWAL,TILAULIKALA,KAWALI,Uttar Pradesh,231210,,,,,
SONBHADRA,9700416602,2015-16,P.M.S. KEVALI,GHORAWAL,TILAULIKALA,KAWALI,Uttar Pradesh,231210,,,,,
SONBHADRA,9700416701,2015-16,P.S.DHARMAULI,GHORAWAL,TILAULIKALA,DHRMOLI,Uttar Pradesh,231210,,,,,
SONBHADRA,9700407602,2015-16,U.P.S.,GHORAWAL,AMDIH,MAHAW,Uttar Pradesh,231210,,ChIJ3-v3zl2jjzkRU114e0go6dY,,,
SHRAWASTI,9510408505,2015-16,P.S. HARDWARI,JAMUNHA,GAUSPUR,GAUSPUR,Uttar Pradesh,271840,,,,,
SHRAWASTI,9510408601,2015-16,P.S.,JAMUNHA,GAUSPUR,ASNI,Uttar Pradesh,271840,,,,,
SHRAWASTI,9510408602,2015-16,MADRASA MOHD. ULOOM NANKAR,JAMUNHA,GAUSPUR,ASNI,Uttar Pradesh,271801,,,,,
SHRAWASTI,9510408701,2015-16,P.S.GOPALA SARAI,JAMUNHA,GAUSPUR,GOPALASARAI,Uttar Pradesh,271801,,,,,
SHRAWASTI,9510602602,2015-16,U.P.S. ,SIRSIYA,CHAILAHI,KUKURBHUKWA,Uttar Pradesh,271840,,,,,
SHRAWASTI,9510401201,2015-16,P.S.,JAMUNHA,RAMPUR,KANIBOJHI,Uttar Pradesh,271803,,,,,
MAU,9620100804,2015-16,SHRI SIDNATH INTER COLLGE ,RATANPURA,JAMALPUR,SIDHAWAL,Uttar Pradesh,261301,,,,,
MAU,9620101703,2015-16,BHADAUN INTER COLLEGE THALAIPUR,RATANPURA,JAMALPUR,TARWADIH,Uttar Pradesh,261301,,,,,
MAU,9620503202,2015-16,U P S ,GHOSI,KALYANPUR,ITAURA DORIPUR,Uttar Pradesh,261121,,,,,
MAU,9620503301,2015-16,P S ,GHOSI,KALYANPUR,TADIYANW,Uttar Pradesh,275105,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620607501,2015-16,P S ,RANIPUR,CHIRAIYAKOT,MANAJIT,Uttar Pradesh,276129,,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
MAU,9620607502,2015-16,U P S MANAJEET,RANIPUR,CHIRAIYAKOT,MANAJIT,Uttar Pradesh,276129,,,,,
MAU,9620703601,2015-16,P S ,BADRAW,SOHAD PARANPUR,TEGHANA,Uttar Pradesh,261131,ChIJq8fYwSkGkTkRMKzYmtnksEQ,ChIJ8yVBO6LmkTkRf08W0izq1Is,,,
RAE BARELI,9280509801,2015-16,PS ,SHIVGARH,BAINTI,PURE GOSAI MATH,Uttar Pradesh,229308,,,,,
RAE BARELI,9280509901,2015-16,PS ,SHIVGARH,SHIV GARH,PURE GANESH GANJ,Uttar Pradesh,229308,,,,,
RAE BARELI,9282000101,2015-16,PS ,LALGANJ,SEMER PAHA,SHEKHWA PUR,Uttar Pradesh,229208,,,,,
SIDDHARTHNAGAR,9540804401,2015-16,P.S. TENDUHAR NAVIN,DUMARIYAGANJ,DUMARIYAGANJ,TENDUHAR (KATHAUTIA),Uttar Pradesh,272189,,,,,
